phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi,split_factor,sub_bins_count,sub_bins_sizes,noise_bins_count,noise_ratio
3,KEIBAJO_SURFACE_09_ダ_条件戦,omo_tekisei_code+pace_shisu_juni+ten_shisu_juni,2|1.0|1.0,296,296,19.93,75.78,75.66,296,52.36,92.67,89.24,87.13,90.82,tenkai_kigo_code,5,"150,112,25,6,3",3,60.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+umakigo_code,2|中距離|00,686,686,19.24,67.08,73.79,686,50.44,82.81,89.23,83.65,88.11,keibajo_code,10,"107,102,84,80,73,71,55,41,37,36",3,30.0
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+kyori_kubun+uma_deokure_ritsu,2|マイル|0.0,356,356,15.17,63.62,89.16,356,38.2,83.65,89.16,81.86,87.04,class_code,18,"79,55,43,33,23,22,21,16,13,11,11,10,8,5,3,1,1,1",16,88.9
3,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+kyori_tekisei,2|0.0|5,421,421,21.62,75.25,72.53,421,53.44,83.87,89.12,83.88,87.99,keibajo_code,10,"61,54,53,53,41,40,35,30,29,25",6,60.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+omo_tekisei_code,2|H|2,293,293,20.14,72.46,80.09,293,48.46,82.05,89.03,81.15,86.69,class_code,11,"70,69,64,56,25,4,1,1,1,1,1",7,63.6
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei,5|短距離|1,396,396,24.24,67.55,81.2,396,53.54,84.14,88.74,82.95,87.92,keibajo_code,10,"63,56,50,42,39,36,33,32,27,18",7,70.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyori_kubun,2|H|中距離,355,355,17.18,61.86,72.52,355,47.61,81.49,88.73,81.15,87.24,keibajo_code,10,"67,54,54,48,46,45,13,12,10,6",7,70.0
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+joshodo_code+omo_tekisei_code,2|3|2,356,356,17.98,67.81,69.63,356,50.0,81.66,88.71,84.61,88.74,keibajo_code,10,"54,50,46,37,35,33,33,27,24,17",8,80.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+omo_tekisei_code,2|中距離|2,354,354,19.49,69.38,76.63,354,49.15,80.17,88.55,81.3,86.53,keibajo_code,10,"59,45,45,43,33,32,31,31,20,15",9,90.0
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_tekisei+omo_tekisei_code,2|5|2,340,340,19.41,74.38,73.76,340,50.59,82.97,88.45,83.92,89.21,keibajo_code,10,"55,46,38,36,35,34,31,24,24,17",9,90.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei,2|中距離|5,651,651,19.82,67.54,73.78,651,51.0,83.7,88.35,82.95,87.92,keibajo_code,10,"104,87,80,75,70,68,54,42,36,35",3,30.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+umakigo_code,2|H|00,552,552,17.93,62.34,69.95,552,48.73,81.05,87.69,85.08,88.56,class_code,11,"136,129,119,112,37,8,5,3,1,1,1",7,63.6
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+umakigo_code,5|短距離|00,395,395,22.78,62.46,78.75,395,51.9,84.25,87.57,83.65,88.11,keibajo_code,10,"65,51,49,47,38,35,34,32,27,17",8,80.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+omo_tekisei_code,2|5|3,365,365,15.89,54.11,60.95,365,49.32,84.82,87.11,81.37,86.49,keibajo_code,10,"62,58,51,40,34,30,26,24,22,18",7,70.0
3,COURSE_27_06_ダ_短距離,manken_shirushi+da_tekisei_code+gekiso_juni,1|2|1.0,334,334,21.86,79.61,94.85,334,42.51,75.93,87.06,81.65,88.24,class_code,14,"109,101,43,38,11,8,7,5,5,2,2,1,1,1",12,85.7
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+omo_tekisei_code,2|00|3,381,381,16.01,56.35,62.95,381,48.56,84.17,86.93,85.06,89.11,keibajo_code,10,"64,58,50,41,36,32,31,27,22,20",7,70.0
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_tekisei+joshodo_code,2|5|3,608,608,16.94,62.02,66.65,608,48.68,82.6,86.68,82.35,86.71,keibajo_code,10,"85,81,75,64,63,57,56,50,41,36",2,20.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+kyori_tekisei,5|00|1,697,697,20.95,78.46,79.0,697,49.64,82.98,86.59,80.28,86.29,keibajo_code,10,"94,94,88,82,68,67,63,59,43,39",2,20.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+omo_tekisei_code,5|H|2,280,280,18.93,73.54,76.67,280,47.14,80.75,86.32,81.15,86.69,keibajo_code,10,"46,41,39,38,30,21,21,18,17,9",10,100.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+da_tekisei_code,5|H|2,308,308,24.35,73.05,83.04,308,52.6,80.55,86.13,83.4,90.25,keibajo_code,10,"51,46,40,39,38,36,23,17,9,9",9,90.0
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+uma_deokure_ritsu+uma_start_shisu,2|0.0|0.0,301,301,13.95,68.6,86.05,301,37.54,85.22,86.1,83.3,91.62,class_code,16,"75,49,41,34,20,19,15,10,10,8,6,5,3,3,2,1",15,93.8
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+pace_yoso+joshodo_code,2|H|3,294,294,13.95,59.63,61.55,294,44.56,83.2,85.85,80.63,85.97,keibajo_code,10,"52,38,37,31,31,24,24,21,20,16",9,90.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+uma_start_shisu,5|00|0.0,322,322,21.43,106.86,91.45,322,46.89,90.31,85.67,92.71,92.81,keibajo_code,10,"60,52,39,38,32,29,27,17,14,14",8,80.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+kyakushitsu,5|1|2,333,333,23.72,80.9,88.18,333,49.85,80.69,85.67,80.69,86.24,keibajo_code,10,"47,42,38,37,36,35,29,28,25,16",10,100.0
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+joshodo_code,2|中距離|3,354,354,16.1,60.37,66.14,354,46.61,83.08,85.44,83.04,87.2,keibajo_code,10,"54,47,40,37,37,32,31,28,28,20",9,90.0
3,COURSE_27_05_芝_マイル,hizume_code+uma_deokure_ritsu+kyakushitsu,23|0.0|2,426,426,13.85,72.65,95.73,426,35.21,87.91,85.36,80.28,83.12,class_code,18,"157,83,41,30,25,20,13,10,9,7,7,7,4,3,3,3,2,2",16,88.9
3,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+kyori_tekisei,5|0.0|1,327,327,22.94,76.76,81.68,327,49.85,84.95,85.29,83.88,87.99,keibajo_code,10,"45,40,35,34,33,32,32,32,22,22",10,100.0
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+joshodo_code+omo_tekisei_code,2|3|3,289,289,14.88,53.18,62.19,289,46.37,84.81,85.21,84.61,88.74,keibajo_code,10,"51,45,33,29,28,25,24,22,19,13",9,90.0
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei,2|中距離|5,343,343,15.74,57.73,63.63,343,46.94,85.39,85.08,85.79,88.53,keibajo_code,10,"55,47,37,36,31,31,30,28,28,20",9,90.0
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|0.0|0,320,320,8.44,83.47,90.61,320,25.94,94.69,84.72,84.22,90.99,class_code,17,"75,75,54,30,19,16,16,7,7,5,4,3,3,2,2,1,1",14,82.4
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+da_tekisei_code,5|00|2,486,486,22.84,66.87,77.31,486,51.65,77.76,84.71,82.05,88.19,keibajo_code,10,"97,79,59,49,45,44,43,38,18,14",7,70.0
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_tekisei+joshodo_code,5|1|3,299,299,17.73,99.36,79.5,299,44.48,83.11,84.58,82.35,86.71,keibajo_code,10,"54,40,39,30,28,27,23,22,20,16",9,90.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+umakigo_code,5|M|00,390,390,19.49,84.82,81.67,390,45.64,84.26,84.53,85.08,88.56,keibajo_code,10,"73,71,45,37,35,32,30,29,20,18",8,80.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+omo_tekisei_code,5|00|2,558,558,19.35,65.0,78.12,558,46.42,81.09,84.19,85.06,89.11,keibajo_code,10,"92,85,74,63,55,51,41,41,35,21",4,40.0
3,KEIBAJO_SURFACE_06_ダ_新馬,kishu_minarai_code+umakigo_code+kyusha_hyoka_code,1|00|3,291,291,8.25,120.34,99.91,291,24.74,93.47,83.54,80.63,83.2,tenkai_kigo_code,5,"166,41,34,34,16",4,80.0
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+uma_deokure_ritsu,1|0.0|0.0,303,303,12.21,84.98,75.24,303,34.98,93.17,83.51,85.96,95.52,class_code,16,"85,76,51,25,15,14,11,5,4,4,3,3,3,2,1,1",13,81.2
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+kyakushitsu,5|00|2,429,429,20.75,69.3,82.08,429,46.39,76.29,82.24,84.66,88.97,keibajo_code,10,"73,61,49,47,44,41,39,29,28,18",8,80.0
3,COURSE_27_05_ダ_マイル,da_tekisei_code+ten_shisu_juni+pace_shisu_juni,2|1.0|1.0,429,429,17.25,65.85,77.94,429,40.56,85.41,82.15,80.46,84.91,class_code,16,"153,78,72,33,31,19,10,8,6,5,4,3,3,2,1,1",13,81.2
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|0.0|0,332,332,8.43,104.34,85.54,332,27.41,89.73,82.1,84.95,92.97,class_code,15,"97,68,62,31,19,13,10,8,6,5,3,3,3,2,2",12,80.0
3,KEIBAJO_SURFACE_08_芝_条件戦,tenkai_kigo_code+hizume_code+uma_start_shisu,0|10|0.0,425,425,9.88,122.24,90.79,425,31.53,92.73,81.99,80.32,85.05,class_code,6,"317,66,39,1,1,1",4,66.7
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+umakigo_code,5|H|00,498,498,16.87,74.16,68.85,498,44.98,78.05,81.78,85.08,88.56,keibajo_code,10,"82,73,67,58,52,48,39,30,29,20",5,50.0
3,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+pace_yoso+uma_start_shisu,01|H|0.0,438,438,8.45,93.9,76.01,438,27.17,94.98,80.87,83.75,86.52,class_code,10,"344,37,17,15,13,6,2,2,1,1",9,90.0
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|0.0,690,690,6.67,79.68,88.07,690,24.06,97.45,80.62,80.08,84.26,class_code,18,"312,145,86,39,34,20,11,8,7,6,6,5,4,2,2,1,1,1",15,83.3
3,KEIBAJO_SURFACE_06_ダ_新馬,kishu_minarai_code+umakigo_code+kyusha_hyoka_code,3|00|3,572,572,6.47,80.19,76.18,572,22.73,86.43,79.37,80.63,83.2,class_code,9,"473,49,39,3,2,2,2,1,1",8,88.9
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+omo_tekisei_code,5|00|3,298,298,14.09,107.35,79.08,298,37.58,80.13,79.14,85.06,89.11,keibajo_code,10,"57,41,40,38,27,26,26,18,16,9",9,90.0
3,COURSE_27_05_芝_マイル,hizume_code+uma_deokure_ritsu+kyakushitsu,23|0.0|3,310,310,10.32,90.97,76.6,310,31.61,82.71,77.42,80.28,83.12,class_code,17,"133,55,24,21,20,16,9,7,7,4,3,3,2,2,2,1,1",15,88.2
3,KEIBAJO_SURFACE_04_芝_条件戦,uma_start_shisu+rotation+tenkai_kigo_code,0.0|2.0|0,330,330,6.36,56.79,67.58,330,26.97,69.45,76.71,81.97,83.96,class_code,5,"269,38,16,6,1",4,80.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+umakigo_code,5|中距離|00,336,336,13.1,79.46,74.91,336,36.31,79.14,76.51,83.65,88.11,keibajo_code,10,"99,57,49,25,24,24,21,19,14,4",8,80.0
3,KEIBAJO_SURFACE_08_芝_条件戦,tenkai_kigo_code+hizume_code+uma_start_shisu,0|22|0.0,289,289,7.96,77.58,87.5,289,26.64,87.23,76.16,80.32,85.05,kyori_kubun,4,"135,121,23,10",2,50.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+kyori_tekisei,5|00|2,303,303,12.54,45.08,68.65,303,35.97,70.3,74.68,80.28,86.29,keibajo_code,10,"70,61,44,37,22,17,17,13,13,9",8,80.0
