segment,factors,bin,n,win_rate,place_rate,win_roi,place_roi,score
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.4|8,147,22.4,,78.7,79.1,-0.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|1,112,32.1,,81.6,89.0,0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|2,139,32.4,,73.7,95.4,1.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|3,195,24.6,,69.7,88.8,0.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|4,179,22.9,,76.0,94.0,1.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|5,176,23.3,,91.1,80.2,0.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|6,158,27.8,,103.0,91.5,1.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|7,169,18.3,,54.2,79.9,-0.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.5|8,123,22.8,,83.3,79.2,0.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|1,103,30.1,,54.5,68.7,-1.5
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|2,169,32.5,,83.2,89.2,1.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|3,190,28.4,,85.6,88.5,1.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|4,180,27.2,,85.4,85.7,0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|5,164,26.2,,79.6,80.3,0.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|6,165,25.5,,78.8,85.3,0.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|7,141,22.7,,63.6,70.9,-1.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.6|8,107,17.8,,50.9,68.8,-1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|1,98,38.8,,89.8,76.4,0.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|2,164,27.4,,77.5,83.3,0.2
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|3,188,29.3,,73.6,80.5,-0.2
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|4,161,24.8,,67.0,80.5,-0.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|5,143,23.1,,51.6,80.0,-0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|6,159,25.8,,70.7,75.4,-0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|7,122,24.6,,69.7,74.4,-0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.7|8,110,19.1,,54.5,59.5,-1.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|1,110,37.3,,72.7,92.1,0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|2,181,37.6,,92.5,95.8,2.2
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|3,162,33.3,,80.3,88.8,0.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|4,153,34.6,,88.1,92.8,1.5
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|5,152,32.9,,86.8,83.6,0.6
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|6,133,34.6,,108.3,94.0,2.2
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|7,112,30.4,,100.9,79.3,0.6
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.8|8,103,24.3,,72.1,99.5,1.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|1,109,44.0,,94.6,97.6,2.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|2,155,33.5,,63.1,75.5,-1.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|3,144,31.2,,98.5,88.3,1.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|4,167,34.1,,92.6,82.0,0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|5,110,26.4,,78.3,88.2,0.5
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|6,122,27.9,,83.6,91.1,0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|7,101,31.7,,107.5,84.6,1.2
SURFACE_2_ダ,joho_shisu+manken_shirushi,3.9|8,91,22.0,,64.3,71.6,-0.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|1,87,43.7,,85.0,90.4,1.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|2,154,37.0,,86.1,88.1,1.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|3,126,34.1,,73.2,86.2,0.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|4,120,34.2,,85.4,84.4,0.5
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|5,115,33.9,,81.4,92.9,1.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|6,91,26.4,,69.1,72.9,-0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|7,92,21.7,,47.6,64.1,-1.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.0|8,79,20.3,,58.8,72.9,-0.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|1,101,36.6,,67.4,92.0,0.5
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|2,135,37.0,,78.4,81.1,0.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|3,130,37.7,,86.0,87.8,0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|4,106,31.1,,80.9,84.4,0.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|5,88,35.2,,94.3,92.7,1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|6,72,37.5,,86.8,86.2,0.6
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|7,70,32.9,,84.1,93.0,0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.1|8,71,25.4,,69.3,59.6,-1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|1,70,42.9,,77.0,101.6,1.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|2,103,37.9,,89.2,92.7,1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|3,105,44.8,,99.2,94.1,1.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|4,73,37.0,,87.5,90.3,0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|5,89,37.1,,130.0,100.3,2.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|6,90,35.6,,85.5,82.5,0.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|7,70,38.6,,113.8,97.0,2.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.2|8,51,31.4,,84.2,78.5,0.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|1,55,54.5,,93.7,109.8,2.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|2,60,38.3,,76.8,83.4,0.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|3,80,33.8,,61.7,77.9,-0.6
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|4,82,43.9,,101.5,91.8,1.6
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|5,41,24.4,,68.7,93.3,0.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|6,50,32.0,,82.9,91.2,0.6
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|7,44,36.4,,135.8,82.5,1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.3|8,43,32.6,,141.2,90.5,1.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.4|1,51,39.2,,68.0,92.5,0.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.4|2,74,37.8,,70.3,85.0,0.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.4|3,55,43.6,,104.3,87.7,1.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.4|4,59,37.3,,81.6,83.7,0.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.4|5,46,37.0,,81.8,84.1,0.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.4|6,48,39.6,,93.8,95.0,1.1
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.4|7,38,36.8,,84.4,61.8,-0.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.5|1,30,53.3,,103.4,95.8,1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.5|2,53,50.9,,93.8,93.5,1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.5|3,49,44.9,,114.9,98.7,2.0
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.5|4,43,37.2,,82.5,93.3,0.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.5|5,58,37.9,,80.8,94.5,0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.5|6,36,19.4,,36.2,74.3,-0.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.5|7,37,32.4,,83.0,87.0,0.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.6|2,57,52.6,,108.1,92.6,1.7
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.6|3,45,40.0,,77.4,89.1,0.4
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.6|4,30,40.0,,90.8,96.7,0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.6|5,44,45.5,,104.3,91.6,1.2
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.6|7,30,40.0,,85.7,82.9,0.2
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.7|2,34,50.0,,98.6,97.8,1.3
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.7|3,36,44.4,,96.1,109.8,1.8
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.7|5,35,28.6,,54.8,67.1,-0.9
SURFACE_2_ダ,joho_shisu+manken_shirushi,4.8|3,35,51.4,,84.1,91.2,0.7
GLOBAL,prev3_chakujun+shirushi_code_1,1.0|1,3467,31.0,,78.5,82.7,0.6
GLOBAL,prev3_chakujun+shirushi_code_1,1.0|2,3091,20.3,,85.1,81.5,1.0
GLOBAL,prev3_chakujun+shirushi_code_1,1.0|3,2793,13.2,,67.3,73.7,-2.8
GLOBAL,prev3_chakujun+shirushi_code_1,1.0|4,2611,10.3,,75.0,78.3,-0.8
GLOBAL,prev3_chakujun+shirushi_code_1,1.0|5,2457,8.4,,78.2,73.8,-1.2
GLOBAL,prev3_chakujun+shirushi_code_1,1.0|6,2266,6.8,,74.4,72.7,-1.5
GLOBAL,prev3_chakujun+shirushi_code_1,1.0|7,2002,5.0,,66.0,77.7,-1.0
GLOBAL,prev3_chakujun+shirushi_code_1,10.0|1,708,25.0,,74.5,87.2,0.8
GLOBAL,prev3_chakujun+shirushi_code_1,10.0|2,898,15.3,,70.9,79.9,-0.6
GLOBAL,prev3_chakujun+shirushi_code_1,10.0|3,981,8.7,,71.3,83.0,-0.1
GLOBAL,prev3_chakujun+shirushi_code_1,10.0|4,1069,8.5,,92.5,88.7,1.7
GLOBAL,prev3_chakujun+shirushi_code_1,10.0|5,1159,5.7,,75.8,85.7,0.4
GLOBAL,prev3_chakujun+shirushi_code_1,10.0|6,1197,4.9,,87.9,90.3,1.3
GLOBAL,prev3_chakujun+shirushi_code_1,10.0|7,1177,4.2,,71.2,67.7,-1.4
GLOBAL,prev3_chakujun+shirushi_code_1,11.0|1,580,25.5,,85.4,87.0,1.4
GLOBAL,prev3_chakujun+shirushi_code_1,11.0|2,707,15.3,,88.3,84.5,1.0
GLOBAL,prev3_chakujun+shirushi_code_1,11.0|3,799,9.9,,68.2,77.5,-0.8
GLOBAL,prev3_chakujun+shirushi_code_1,11.0|4,870,7.2,,66.5,78.7,-0.7
GLOBAL,prev3_chakujun+shirushi_code_1,11.0|5,1037,5.5,,60.4,69.2,-1.8
GLOBAL,prev3_chakujun+shirushi_code_1,11.0|6,996,4.7,,70.9,69.2,-1.3
GLOBAL,prev3_chakujun+shirushi_code_1,11.0|7,1010,4.3,,104.6,84.9,1.3
GLOBAL,prev3_chakujun+shirushi_code_1,12.0|1,447,26.8,,91.9,89.6,2.0
GLOBAL,prev3_chakujun+shirushi_code_1,12.0|2,584,14.4,,88.2,83.2,0.8
GLOBAL,prev3_chakujun+shirushi_code_1,12.0|3,631,11.3,,79.5,79.8,-0.0
GLOBAL,prev3_chakujun+shirushi_code_1,12.0|4,746,8.4,,86.5,81.7,0.4
GLOBAL,prev3_chakujun+shirushi_code_1,12.0|5,761,5.4,,78.6,79.5,-0.1
GLOBAL,prev3_chakujun+shirushi_code_1,12.0|6,849,5.9,,73.9,76.1,-0.6
GLOBAL,prev3_chakujun+shirushi_code_1,12.0|7,817,3.7,,91.1,80.1,0.3
GLOBAL,prev3_chakujun+shirushi_code_1,13.0|1,344,31.4,,106.2,88.3,2.5
GLOBAL,prev3_chakujun+shirushi_code_1,13.0|2,420,16.0,,85.1,77.2,-0.1
GLOBAL,prev3_chakujun+shirushi_code_1,13.0|3,474,12.9,,78.3,80.4,-0.0
GLOBAL,prev3_chakujun+shirushi_code_1,13.0|4,629,7.2,,54.5,71.9,-1.6
GLOBAL,prev3_chakujun+shirushi_code_1,13.0|5,611,6.1,,114.4,74.5,0.7
GLOBAL,prev3_chakujun+shirushi_code_1,13.0|6,696,5.7,,95.9,82.0,0.7
GLOBAL,prev3_chakujun+shirushi_code_1,13.0|7,738,2.6,,28.6,52.6,-2.6
GLOBAL,prev3_chakujun+shirushi_code_1,14.0|1,306,28.4,,77.7,80.6,-0.0
GLOBAL,prev3_chakujun+shirushi_code_1,14.0|2,352,17.3,,80.3,79.8,-0.0
GLOBAL,prev3_chakujun+shirushi_code_1,14.0|3,373,13.4,,88.9,84.9,0.8
GLOBAL,prev3_chakujun+shirushi_code_1,14.0|4,463,6.9,,74.5,79.8,-0.2
GLOBAL,prev3_chakujun+shirushi_code_1,14.0|5,510,6.9,,93.0,84.4,0.7
GLOBAL,prev3_chakujun+shirushi_code_1,14.0|6,545,5.7,,82.6,67.5,-0.8
GLOBAL,prev3_chakujun+shirushi_code_1,14.0|7,518,3.7,,70.3,76.3,-0.4
GLOBAL,prev3_chakujun+shirushi_code_1,15.0|1,203,25.6,,88.3,81.4,0.4
GLOBAL,prev3_chakujun+shirushi_code_1,15.0|2,275,16.7,,84.5,89.3,1.0
GLOBAL,prev3_chakujun+shirushi_code_1,15.0|3,325,7.1,,50.3,92.8,0.0
GLOBAL,prev3_chakujun+shirushi_code_1,15.0|4,298,8.4,,70.5,61.1,-1.4
GLOBAL,prev3_chakujun+shirushi_code_1,15.0|5,360,5.8,,69.6,63.8,-1.2
GLOBAL,prev3_chakujun+shirushi_code_1,15.0|6,369,3.3,,77.8,90.5,0.4
GLOBAL,prev3_chakujun+shirushi_code_1,15.0|7,430,4.0,,51.8,80.5,-0.6
GLOBAL,prev3_chakujun+shirushi_code_1,16.0|1,134,25.4,,69.6,77.0,-0.5
GLOBAL,prev3_chakujun+shirushi_code_1,16.0|2,177,14.7,,66.5,83.8,-0.1
GLOBAL,prev3_chakujun+shirushi_code_1,16.0|3,185,10.3,,69.5,64.4,-1.1
GLOBAL,prev3_chakujun+shirushi_code_1,16.0|4,218,10.6,,126.2,91.8,1.9
GLOBAL,prev3_chakujun+shirushi_code_1,16.0|5,269,5.9,,83.8,77.4,-0.0
GLOBAL,prev3_chakujun+shirushi_code_1,16.0|6,238,6.7,,66.7,56.6,-1.4
GLOBAL,prev3_chakujun+shirushi_code_1,16.0|7,298,5.0,,83.0,73.2,-0.3
GLOBAL,prev3_chakujun+shirushi_code_1,17.0|1,35,20.0,,62.9,79.9,-0.2
GLOBAL,prev3_chakujun+shirushi_code_1,17.0|2,32,21.9,,96.7,101.1,0.9
GLOBAL,prev3_chakujun+shirushi_code_1,17.0|3,49,10.2,,49.8,65.8,-0.8
GLOBAL,prev3_chakujun+shirushi_code_1,17.0|4,43,14.0,,82.3,56.7,-0.7
GLOBAL,prev3_chakujun+shirushi_code_1,17.0|5,59,10.2,,207.9,110.8,2.6
GLOBAL,prev3_chakujun+shirushi_code_1,17.0|6,61,3.3,,36.4,47.8,-0.9
GLOBAL,prev3_chakujun+shirushi_code_1,17.0|7,81,4.9,,64.2,69.6,-0.4
GLOBAL,prev3_chakujun+shirushi_code_1,18.0|3,36,16.7,,131.8,82.3,0.8
GLOBAL,prev3_chakujun+shirushi_code_1,18.0|4,36,16.7,,120.6,115.9,1.6
GLOBAL,prev3_chakujun+shirushi_code_1,18.0|5,45,20.0,,161.6,60.3,0.6
GLOBAL,prev3_chakujun+shirushi_code_1,18.0|6,34,20.6,,358.7,106.3,4.5
GLOBAL,prev3_chakujun+shirushi_code_1,18.0|7,42,2.4,,7.5,42.7,-0.9
GLOBAL,prev3_chakujun+shirushi_code_1,2.0|1,5185,31.1,,75.6,83.5,0.5
GLOBAL,prev3_chakujun+shirushi_code_1,2.0|2,4315,18.6,,72.4,80.6,-0.7
GLOBAL,prev3_chakujun+shirushi_code_1,2.0|3,3611,13.3,,71.7,77.5,-1.6
GLOBAL,prev3_chakujun+shirushi_code_1,2.0|4,3065,10.1,,66.2,75.7,-2.2
GLOBAL,prev3_chakujun+shirushi_code_1,2.0|5,2544,9.1,,81.9,82.1,0.6
GLOBAL,prev3_chakujun+shirushi_code_1,2.0|6,2168,7.0,,78.1,78.9,-0.3
GLOBAL,prev3_chakujun+shirushi_code_1,2.0|7,1782,5.9,,64.4,72.4,-1.8
GLOBAL,prev3_chakujun+shirushi_code_1,3.0|1,3740,30.5,,79.2,84.8,1.2
GLOBAL,prev3_chakujun+shirushi_code_1,3.0|2,3505,18.5,,76.0,81.3,-0.1
GLOBAL,prev3_chakujun+shirushi_code_1,3.0|3,3135,13.2,,80.2,77.6,-0.6
GLOBAL,prev3_chakujun+shirushi_code_1,3.0|4,2942,9.8,,68.0,75.5,-2.0
GLOBAL,prev3_chakujun+shirushi_code_1,3.0|5,2596,8.3,,70.8,74.4,-1.7
GLOBAL,prev3_chakujun+shirushi_code_1,3.0|6,2259,6.3,,61.0,71.8,-2.4
GLOBAL,prev3_chakujun+shirushi_code_1,3.0|7,2040,5.7,,74.4,71.9,-1.4
GLOBAL,prev3_chakujun+shirushi_code_1,4.0|1,2674,27.9,,78.7,86.7,1.7
GLOBAL,prev3_chakujun+shirushi_code_1,4.0|2,2713,16.7,,77.2,81.4,0.1
GLOBAL,prev3_chakujun+shirushi_code_1,4.0|3,2729,13.3,,76.2,84.2,0.6
GLOBAL,prev3_chakujun+shirushi_code_1,4.0|4,2686,9.1,,79.2,79.1,-0.2
GLOBAL,prev3_chakujun+shirushi_code_1,4.0|5,2641,7.8,,86.8,75.6,-0.3
GLOBAL,prev3_chakujun+shirushi_code_1,4.0|6,2359,6.6,,87.6,80.7,0.6
GLOBAL,prev3_chakujun+shirushi_code_1,4.0|7,2088,4.9,,75.7,82.5,0.1
GLOBAL,prev3_chakujun+shirushi_code_1,5.0|1,2066,27.1,,77.6,82.0,0.3
GLOBAL,prev3_chakujun+shirushi_code_1,5.0|2,2285,16.9,,80.9,82.9,0.8
GLOBAL,prev3_chakujun+shirushi_code_1,5.0|3,2391,12.0,,78.5,82.1,0.3
GLOBAL,prev3_chakujun+shirushi_code_1,5.0|4,2439,9.1,,72.5,75.8,-1.4
GLOBAL,prev3_chakujun+shirushi_code_1,5.0|5,2345,6.9,,76.1,79.1,-0.4
GLOBAL,prev3_chakujun+shirushi_code_1,5.0|6,2254,5.5,,84.2,75.3,-0.4
GLOBAL,prev3_chakujun+shirushi_code_1,5.0|7,2060,5.1,,91.8,75.7,0.1
GLOBAL,prev3_chakujun+shirushi_code_1,6.0|1,1614,27.9,,87.9,85.5,2.3
GLOBAL,prev3_chakujun+shirushi_code_1,6.0|2,1886,17.2,,79.5,85.7,1.2
GLOBAL,prev3_chakujun+shirushi_code_1,6.0|3,2020,12.4,,84.6,85.0,1.4
GLOBAL,prev3_chakujun+shirushi_code_1,6.0|4,2124,8.9,,86.2,80.0,0.5
GLOBAL,prev3_chakujun+shirushi_code_1,6.0|5,2168,7.0,,81.6,78.1,-0.2
GLOBAL,prev3_chakujun+shirushi_code_1,6.0|6,2020,6.6,,96.5,96.8,3.3
GLOBAL,prev3_chakujun+shirushi_code_1,6.0|7,1975,4.7,,75.0,76.3,-0.7
GLOBAL,prev3_chakujun+shirushi_code_1,7.0|1,1308,25.6,,81.5,85.4,1.4
GLOBAL,prev3_chakujun+shirushi_code_1,7.0|2,1486,16.2,,77.9,82.7,0.3
GLOBAL,prev3_chakujun+shirushi_code_1,7.0|3,1687,10.6,,70.0,79.5,-0.8
GLOBAL,prev3_chakujun+shirushi_code_1,7.0|4,1763,8.0,,71.7,80.3,-0.5
GLOBAL,prev3_chakujun+shirushi_code_1,7.0|5,1809,6.4,,69.8,73.4,-1.5
GLOBAL,prev3_chakujun+shirushi_code_1,7.0|6,1887,5.1,,64.1,84.1,-0.3
GLOBAL,prev3_chakujun+shirushi_code_1,7.0|7,1824,3.5,,62.1,76.0,-1.2
GLOBAL,prev3_chakujun+shirushi_code_1,8.0|1,1067,28.5,,87.7,90.0,2.8
GLOBAL,prev3_chakujun+shirushi_code_1,8.0|2,1191,14.1,,67.4,79.9,-0.9
GLOBAL,prev3_chakujun+shirushi_code_1,8.0|3,1464,12.1,,85.6,80.1,0.4
GLOBAL,prev3_chakujun+shirushi_code_1,8.0|4,1469,8.2,,70.8,88.4,0.6
GLOBAL,prev3_chakujun+shirushi_code_1,8.0|5,1632,6.0,,91.3,88.2,1.6
GLOBAL,prev3_chakujun+shirushi_code_1,8.0|6,1668,5.2,,70.1,69.4,-1.7
GLOBAL,prev3_chakujun+shirushi_code_1,8.0|7,1600,3.7,,64.0,83.0,-0.4
GLOBAL,prev3_chakujun+shirushi_code_1,9.0|1,922,24.4,,72.6,82.6,-0.1
GLOBAL,prev3_chakujun+shirushi_code_1,9.0|2,1030,15.6,,81.3,81.8,0.4
GLOBAL,prev3_chakujun+shirushi_code_1,9.0|3,1221,11.1,,77.7,85.5,0.7
GLOBAL,prev3_chakujun+shirushi_code_1,9.0|4,1281,8.8,,77.8,79.9,-0.1
GLOBAL,prev3_chakujun+shirushi_code_1,9.0|5,1407,6.3,,75.1,73.9,-1.0
GLOBAL,prev3_chakujun+shirushi_code_1,9.0|6,1484,4.4,,84.4,81.7,0.4
GLOBAL,prev3_chakujun+shirushi_code_1,9.0|7,1325,4.9,,95.1,86.5,1.3
SURFACE_2_芝,manken_shisu+shirushi_code_4,12.0|3,34,23.5,,131.7,78.9,0.7
SURFACE_2_芝,manken_shisu+shirushi_code_4,13.0|2,31,25.8,,108.1,75.9,0.3
SURFACE_2_芝,manken_shisu+shirushi_code_4,13.0|3,47,14.9,,83.0,75.9,-0.1
SURFACE_2_芝,manken_shisu+shirushi_code_4,13.0|4,35,14.3,,158.5,69.7,0.7
SURFACE_2_芝,manken_shisu+shirushi_code_4,14.0|2,35,14.3,,68.4,100.7,0.4
SURFACE_2_芝,manken_shisu+shirushi_code_4,14.0|3,49,12.2,,52.4,43.2,-1.5
SURFACE_2_芝,manken_shisu+shirushi_code_4,14.0|4,49,8.2,,37.1,76.2,-0.6
SURFACE_2_芝,manken_shisu+shirushi_code_4,15.0|2,58,17.2,,102.4,71.2,0.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,15.0|3,71,12.7,,74.8,76.9,-0.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,15.0|4,54,9.3,,126.5,62.2,0.1
SURFACE_2_芝,manken_shisu+shirushi_code_4,16.0|1,31,29.0,,164.5,92.9,1.8
SURFACE_2_芝,manken_shisu+shirushi_code_4,16.0|2,48,8.3,,23.7,56.9,-1.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,16.0|3,75,10.7,,57.3,84.0,-0.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,16.0|4,53,7.5,,52.8,62.5,-0.7
SURFACE_2_芝,manken_shisu+shirushi_code_4,16.0|5,39,10.3,,89.7,71.4,-0.1
SURFACE_2_芝,manken_shisu+shirushi_code_4,17.0|1,37,24.3,,98.3,106.6,1.3
SURFACE_2_芝,manken_shisu+shirushi_code_4,17.0|2,75,20.0,,81.8,82.6,0.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,17.0|3,94,14.9,,87.4,67.5,-0.4
SURFACE_2_芝,manken_shisu+shirushi_code_4,17.0|4,69,10.1,,92.9,60.5,-0.5
SURFACE_2_芝,manken_shisu+shirushi_code_4,17.0|5,40,7.5,,177.5,129.7,2.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,17.0|6,31,0.0,,0.0,46.8,-0.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,18.0|1,49,26.5,,91.6,82.3,0.3
SURFACE_2_芝,manken_shisu+shirushi_code_4,18.0|2,102,17.6,,75.3,86.1,0.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,18.0|3,123,17.9,,126.3,76.6,1.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,18.0|4,81,4.9,,34.0,47.5,-1.3
SURFACE_2_芝,manken_shisu+shirushi_code_4,18.0|5,50,14.0,,142.9,85.9,1.1
SURFACE_2_芝,manken_shisu+shirushi_code_4,18.0|6,31,6.5,,82.1,55.3,-0.4
SURFACE_2_芝,manken_shisu+shirushi_code_4,19.0|1,66,15.2,,49.1,93.0,-0.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,19.0|2,128,14.1,,70.2,94.8,0.6
SURFACE_2_芝,manken_shisu+shirushi_code_4,19.0|3,145,11.7,,64.0,89.2,0.1
SURFACE_2_芝,manken_shisu+shirushi_code_4,19.0|4,108,13.0,,99.5,74.9,0.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,19.0|5,50,12.0,,90.1,100.7,0.8
SURFACE_2_芝,manken_shisu+shirushi_code_4,19.0|6,41,7.3,,38.5,73.9,-0.5
SURFACE_2_芝,manken_shisu+shirushi_code_4,20.0|1,72,23.6,,77.8,70.0,-0.6
SURFACE_2_芝,manken_shisu+shirushi_code_4,20.0|2,155,16.8,,77.0,81.4,0.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,20.0|3,185,10.8,,67.4,102.3,0.9
SURFACE_2_芝,manken_shisu+shirushi_code_4,20.0|4,146,7.5,,45.7,83.0,-0.5
SURFACE_2_芝,manken_shisu+shirushi_code_4,20.0|5,67,10.4,,98.3,94.5,0.7
SURFACE_2_芝,manken_shisu+shirushi_code_4,20.0|6,48,2.1,,58.5,75.9,-0.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,21.0|1,81,23.5,,82.3,65.3,-0.7
SURFACE_2_芝,manken_shisu+shirushi_code_4,21.0|2,203,15.3,,77.6,70.4,-0.7
SURFACE_2_芝,manken_shisu+shirushi_code_4,21.0|3,211,13.7,,80.0,69.3,-0.7
SURFACE_2_芝,manken_shisu+shirushi_code_4,21.0|4,160,8.8,,77.3,82.1,0.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,21.0|5,79,7.6,,43.4,68.8,-0.8
SURFACE_2_芝,manken_shisu+shirushi_code_4,21.0|6,72,4.2,,17.7,54.3,-1.1
SURFACE_2_芝,manken_shisu+shirushi_code_4,22.0|1,94,23.4,,70.4,70.1,-0.8
SURFACE_2_芝,manken_shisu+shirushi_code_4,22.0|2,204,17.6,,75.6,79.5,-0.2
SURFACE_2_芝,manken_shisu+shirushi_code_4,22.0|3,224,14.3,,77.3,80.9,-0.0
SURFACE_2_芝,manken_shisu+shirushi_code_4,22.0|4,160,10.0,,87.6,80.5,0.2
