name,gid,bin,n,win_rate,place_rate,win_roi,place_roi,ZH,ZR,Shr,score
KEIBAJO_SURFACE×kishumei,03_芝,Ｍ．デムーロ,108,13.9,38.9,60.4,79.3,1.8204,-0.2067,0.4611,4.0
KEIBAJO_SURFACE×kishumei,04_ダ,三浦皇成,246,12.2,34.1,64.2,77.4,0.9532,-0.1347,0.6171,3.2
KEIBAJO_SURFACE×kishumei,04_ダ,中井裕二,103,13.6,33.0,109.8,69.5,1.0506,0.2402,0.4525,3.2
KEIBAJO_SURFACE×kishumei,04_ダ,中谷雄太,39,10.3,33.3,46.3,130.0,0.6721,0.8325,0.2981,2.3
KEIBAJO_SURFACE×kishumei,04_ダ,丸山元気,345,11.9,34.2,94.4,98.8,0.9235,0.7131,0.6805,5.6
KEIBAJO_SURFACE×kishumei,04_ダ,丸田恭介,243,7.4,23.9,82.3,75.8,-0.2879,0.0487,0.6147,-1.0
KEIBAJO_SURFACE×kishumei,04_ダ,丹内祐次,355,9.0,29.6,69.4,75.4,0.2751,-0.1167,0.6857,0.8
KEIBAJO_SURFACE×kishumei,04_ダ,亀田温心,177,9.6,24.3,105.2,85.4,0.0033,0.5424,0.5539,1.6
KEIBAJO_SURFACE×kishumei,04_ダ,井上敏樹,61,1.6,11.5,11.0,107.2,-1.7925,-0.1087,0.3638,-3.4
KEIBAJO_SURFACE×kishumei,04_ダ,今村聖奈,142,16.2,33.1,102.3,102.8,1.3706,0.899,0.5119,5.0
KEIBAJO_SURFACE×kishumei,04_ダ,伊藤工真,45,4.4,20.0,57.1,76.5,-0.9029,-0.241,0.318,-2.1
KEIBAJO_SURFACE×kishumei,04_ダ,伴啓太,71,2.8,8.5,151.2,77.7,-1.8426,0.9267,0.3883,-2.5
KEIBAJO_SURFACE×kishumei,04_ダ,佐々木大輔,147,15.0,32.7,74.0,70.3,1.1999,-0.1757,0.5184,3.3
KEIBAJO_SURFACE×kishumei,04_ダ,内田博幸,266,9.4,25.2,124.4,74.6,0.0377,0.532,0.632,1.9
KEIBAJO_SURFACE×kishumei,04_ダ,加藤祥太,126,6.3,26.2,94.2,108.8,-0.2712,0.9358,0.4894,1.6
KEIBAJO_SURFACE×kishumei,04_ダ,勝浦正樹,181,6.1,26.0,35.0,84.5,-0.3083,-0.3288,0.5582,-2.1
KEIBAJO_SURFACE×kishumei,04_ダ,北村友一,119,13.4,36.1,144.4,88.2,1.2278,1.0806,0.4788,4.7
KEIBAJO_SURFACE×kishumei,04_ダ,北村宏司,110,9.1,27.3,67.3,64.7,0.1378,-0.383,0.4644,-0.5
KEIBAJO_SURFACE×kishumei,04_ダ,原優介,214,5.6,19.6,29.8,57.7,-0.7842,-0.9952,0.5904,-5.0
KEIBAJO_SURFACE×kishumei,04_ダ,原田和真,66,3.0,18.2,7.2,73.4,-1.1886,-0.9157,0.3763,-3.6
KEIBAJO_SURFACE×kishumei,04_ダ,古川吉洋,52,13.5,28.8,46.4,43.1,0.7658,-1.1226,0.3392,-0.3
KEIBAJO_SURFACE×kishumei,04_ダ,古川奈穂,58,3.4,15.5,32.2,53.9,-1.3157,-1.0516,0.3559,-3.6
KEIBAJO_SURFACE×kishumei,04_ダ,吉田豊,142,6.3,26.8,88.1,75.2,-0.2323,0.1055,0.5119,-0.5
KEIBAJO_SURFACE×kishumei,04_ダ,吉田隼人,278,14.0,36.3,61.3,77.0,1.3131,-0.1789,0.6403,4.3
KEIBAJO_SURFACE×kishumei,04_ダ,和田竜二,78,3.8,20.5,19.1,79.4,-0.9428,-0.6364,0.404,-3.2
KEIBAJO_SURFACE×kishumei,04_ダ,和田翼,53,5.7,34.0,43.1,133.9,0.1629,0.8815,0.342,1.9
KEIBAJO_SURFACE×kishumei,04_ダ,嘉藤貴行,51,7.8,21.6,80.5,142.0,-0.389,1.5172,0.3363,1.8
KEIBAJO_SURFACE×kishumei,04_ダ,団野大成,102,10.8,33.3,66.4,83.5,0.7324,0.0293,0.4508,2.1
KEIBAJO_SURFACE×kishumei,04_ダ,国分恭介,42,7.1,26.2,26.5,109.4,-0.1748,0.1287,0.3083,-0.1
KEIBAJO_SURFACE×kishumei,04_ダ,坂井瑠星,118,9.3,35.6,126.5,104.1,0.7009,1.2216,0.4773,4.2
KEIBAJO_SURFACE×kishumei,04_ダ,城戸義政,56,7.1,30.4,82.2,111.9,0.098,0.8602,0.3504,1.7
KEIBAJO_SURFACE×kishumei,04_ダ,大野拓弥,167,7.8,24.6,42.5,54.1,-0.1942,-0.9223,0.5427,-3.1
KEIBAJO_SURFACE×kishumei,04_ダ,宮崎北斗,82,11.0,24.4,124.4,104.0,0.1787,1.1939,0.4125,2.8
KEIBAJO_SURFACE×kishumei,04_ダ,富田暁,207,7.7,22.2,60.6,65.3,-0.3621,-0.4507,0.584,-2.7
KEIBAJO_SURFACE×kishumei,04_ダ,小崎綾也,81,8.6,27.2,69.5,90.4,0.0711,0.2222,0.4104,0.7
KEIBAJO_SURFACE×kishumei,04_ダ,小林凌大,112,3.6,15.2,40.2,47.9,-1.3111,-1.0897,0.4677,-4.7
KEIBAJO_SURFACE×kishumei,04_ダ,小林勝太,43,9.3,18.6,186.5,69.4,-0.4029,1.1677,0.3116,1.1
KEIBAJO_SURFACE×kishumei,04_ダ,小林美駒,87,10.3,26.4,113.7,82.0,0.2241,0.5689,0.4227,1.8
KEIBAJO_SURFACE×kishumei,04_ダ,小林脩斗,141,4.3,19.9,47.8,78.3,-0.9215,-0.3132,0.5105,-3.5
KEIBAJO_SURFACE×kishumei,04_ダ,小沢大仁,148,7.4,24.3,73.4,67.8,-0.2619,-0.2393,0.5197,-1.5
KEIBAJO_SURFACE×kishumei,04_ダ,山田敬士,87,3.4,14.9,10.7,44.6,-1.3547,-1.5216,0.4227,-4.5
KEIBAJO_SURFACE×kishumei,04_ダ,岩田康誠,95,9.5,25.3,28.0,73.2,0.0562,-0.6681,0.4381,-1.4
KEIBAJO_SURFACE×kishumei,04_ダ,岩田望来,146,13.0,30.8,123.2,88.5,0.8354,0.8304,0.5171,4.2
KEIBAJO_SURFACE×kishumei,04_ダ,嶋田純次,65,3.1,18.5,26.8,87.3,-1.1571,-0.3652,0.3739,-3.0
KEIBAJO_SURFACE×kishumei,04_ダ,川又賢治,157,8.9,17.8,107.6,76.7,-0.5031,0.3756,0.5309,-0.7
KEIBAJO_SURFACE×kishumei,04_ダ,川田将雅,43,20.9,48.8,59.5,76.5,2.9568,-0.2119,0.3116,3.4
KEIBAJO_SURFACE×kishumei,04_ダ,川端海翼,41,9.8,24.4,109.3,53.9,0.034,-0.117,0.3049,-0.1
KEIBAJO_SURFACE×kishumei,04_ダ,川須栄彦,92,13.0,31.5,164.9,76.7,0.8809,1.0702,0.4324,3.9
KEIBAJO_SURFACE×kishumei,04_ダ,幸英明,70,7.1,27.1,73.7,85.5,-0.1163,0.1628,0.3859,0.0
KEIBAJO_SURFACE×kishumei,04_ダ,戸崎圭太,240,17.9,41.7,89.4,85.4,2.134,0.3509,0.6124,6.4
KEIBAJO_SURFACE×kishumei,04_ダ,斎藤新,279,10.8,27.6,73.2,75.4,0.3623,-0.0706,0.641,1.3
KEIBAJO_SURFACE×kishumei,04_ダ,木幡初也,157,4.5,17.2,73.9,77.4,-1.0727,-0.0171,0.5309,-3.4
KEIBAJO_SURFACE×kishumei,04_ダ,木幡巧也,370,6.5,21.9,64.3,86.6,-0.5263,0.0736,0.6932,-2.1
KEIBAJO_SURFACE×kishumei,04_ダ,木幡育也,126,2.4,19.8,51.0,83.9,-1.1571,-0.1484,0.4894,-3.6
KEIBAJO_SURFACE×kishumei,04_ダ,杉原誠人,132,5.3,14.4,153.4,59.4,-1.158,0.5414,0.4981,-2.2
KEIBAJO_SURFACE×kishumei,04_ダ,松山弘平,67,14.9,38.8,55.6,85.5,1.584,-0.0566,0.3788,3.1
KEIBAJO_SURFACE×kishumei,04_ダ,松岡正海,39,0.0,5.1,0.0,11.1,-2.401,-2.4055,0.2981,-3.5
KEIBAJO_SURFACE×kishumei,04_ダ,松本大輝,124,7.3,20.2,66.1,58.3,-0.5402,-0.5417,0.4865,-2.9
KEIBAJO_SURFACE×kishumei,04_ダ,松若風馬,54,14.8,27.8,159.7,65.7,0.8577,0.7596,0.3449,2.8
KEIBAJO_SURFACE×kishumei,04_ダ,柴山雄一,74,10.8,23.0,42.9,60.5,0.0636,-0.7734,0.3951,-1.4
KEIBAJO_SURFACE×kishumei,04_ダ,柴田善臣,105,7.6,21.0,70.0,77.5,-0.4521,-0.0621,0.456,-1.5
KEIBAJO_SURFACE×kishumei,04_ダ,柴田大知,169,5.9,18.9,169.7,74.0,-0.7935,1.0676,0.545,0.3
KEIBAJO_SURFACE×kishumei,04_ダ,柴田裕一郎,48,20.8,47.9,224.7,111.8,2.8863,2.5853,0.3273,3.9
KEIBAJO_SURFACE×kishumei,04_ダ,森裕太朗,86,12.8,23.3,107.0,62.8,0.3243,0.0554,0.4207,1.0
KEIBAJO_SURFACE×kishumei,04_ダ,横山典弘,33,15.2,36.4,68.8,62.7,1.4643,-0.4099,0.2761,1.8
KEIBAJO_SURFACE×kishumei,04_ダ,横山和生,99,12.1,30.3,99.2,127.8,0.6944,1.4242,0.4454,4.1
KEIBAJO_SURFACE×kishumei,04_ダ,横山武史,163,11.0,36.2,122.4,81.6,0.9449,0.6654,0.5381,4.4
KEIBAJO_SURFACE×kishumei,04_ダ,横山琉人,128,9.4,22.7,119.7,67.4,-0.1247,0.3129,0.4924,0.4
KEIBAJO_SURFACE×kishumei,04_ダ,武士沢友治,63,9.5,22.2,139.1,81.9,-0.1451,0.8745,0.3689,1.3
KEIBAJO_SURFACE×kishumei,04_ダ,武藤雅,224,6.7,21.0,70.4,80.2,-0.5606,0.0035,0.5991,-2.1
KEIBAJO_SURFACE×kishumei,04_ダ,水口優也,33,3.0,18.2,91.8,92.4,-1.1886,0.5376,0.2761,-1.3
KEIBAJO_SURFACE×kishumei,04_ダ,水沼元輝,32,0.0,12.5,0.0,44.0,-1.9205,-1.6649,0.2722,-3.1
KEIBAJO_SURFACE×kishumei,04_ダ,永島まなみ,197,5.1,21.3,23.2,73.2,-0.7341,-0.7263,0.5744,-4.3
KEIBAJO_SURFACE×kishumei,04_ダ,永野猛蔵,75,5.3,12.0,101.3,41.7,-1.3138,-0.4887,0.3974,-3.5
KEIBAJO_SURFACE×kishumei,04_ダ,江田照男,140,5.0,15.0,94.7,48.3,-1.1552,-0.4201,0.5092,-4.1
KEIBAJO_SURFACE×kishumei,04_ダ,河原田菜々,32,6.2,12.5,49.9,44.0,-1.1729,-1.06,0.2722,-2.6
KEIBAJO_SURFACE×kishumei,04_ダ,泉谷楓真,100,10.0,25.0,61.7,61.5,0.097,-0.523,0.4472,-1.0
KEIBAJO_SURFACE×kishumei,04_ダ,津村明秀,393,9.4,28.2,95.4,91.9,0.2325,0.5699,0.704,3.1
KEIBAJO_SURFACE×kishumei,04_ダ,田中勝春,64,6.2,23.4,59.8,145.8,-0.4651,1.3518,0.3714,1.5
KEIBAJO_SURFACE×kishumei,04_ダ,田辺裕信,149,12.1,32.2,92.0,71.0,0.8178,0.0582,0.521,2.8
KEIBAJO_SURFACE×kishumei,04_ダ,石川裕紀人,157,5.1,17.2,51.8,45.8,-1.0003,-0.9964,0.5309,-4.8
KEIBAJO_SURFACE×kishumei,04_ダ,石橋脩,282,9.2,29.4,62.5,90.0,0.2863,0.1283,0.643,1.6
KEIBAJO_SURFACE×kishumei,04_ダ,石田拓郎,57,1.8,8.8,135.3,30.1,-1.9437,-0.3377,0.3532,-3.6
KEIBAJO_SURFACE×kishumei,04_ダ,石神深道,53,3.8,13.2,17.9,55.1,-1.4168,-1.198,0.342,-3.6
KEIBAJO_SURFACE×kishumei,04_ダ,福永祐一,70,12.9,35.7,31.9,71.0,1.1415,-0.6703,0.3859,1.5
KEIBAJO_SURFACE×kishumei,04_ダ,秋山真一郎,70,10.0,32.9,27.3,92.5,0.61,-0.2421,0.3859,1.0
KEIBAJO_SURFACE×kishumei,04_ダ,秋山稔樹,179,7.8,25.7,110.4,89.9,-0.1228,0.7067,0.556,1.6
KEIBAJO_SURFACE×kishumei,04_ダ,義英真,37,10.8,27.0,27.5,42.7,0.3234,-1.3608,0.291,-1.4
KEIBAJO_SURFACE×kishumei,04_ダ,荻野極,192,7.3,26.6,101.1,80.2,-0.1247,0.3756,0.5695,0.7
KEIBAJO_SURFACE×kishumei,04_ダ,荻野琢真,32,0.0,12.5,0.0,79.6,-1.9205,-0.8634,0.2722,-2.9
KEIBAJO_SURFACE×kishumei,04_ダ,菅原明良,357,9.8,29.4,53.1,67.8,0.3586,-0.4854,0.6867,-0.2
KEIBAJO_SURFACE×kishumei,04_ダ,菊沢一樹,414,7.7,24.2,75.9,91.1,-0.2323,0.3155,0.7132,0.1
KEIBAJO_SURFACE×kishumei,04_ダ,菱田裕二,223,9.4,25.6,104.4,94.8,0.0636,0.7443,0.5983,2.5
KEIBAJO_SURFACE×kishumei,04_ダ,藤岡康太,33,12.1,30.3,39.5,55.4,0.6944,-0.9294,0.2761,-0.1
KEIBAJO_SURFACE×kishumei,04_ダ,藤懸貴志,71,5.6,18.3,38.5,86.9,-0.8686,-0.2324,0.3883,-2.4
KEIBAJO_SURFACE×kishumei,04_ダ,藤田菜七子,418,8.4,23.2,56.7,65.2,-0.2128,-0.5003,0.7148,-2.8
KEIBAJO_SURFACE×kishumei,04_ダ,蛯名正義,32,9.4,37.5,47.4,92.2,0.8363,-0.0052,0.2722,1.4
KEIBAJO_SURFACE×kishumei,04_ダ,西塚洸二,95,13.7,37.9,78.2,86.1,1.3808,0.2309,0.4381,3.7
KEIBAJO_SURFACE×kishumei,04_ダ,西村淳也,253,9.5,29.6,66.3,85.9,0.3354,0.0821,0.6224,1.6
KEIBAJO_SURFACE×kishumei,04_ダ,西田雄一郎,58,5.2,13.8,88.0,79.4,-1.209,0.1988,0.3559,-2.2
KEIBAJO_SURFACE×kishumei,04_ダ,角田大和,112,8.0,24.1,31.1,68.5,-0.2026,-0.7363,0.4677,-2.3
KEIBAJO_SURFACE×kishumei,04_ダ,酒井学,42,4.8,14.3,11.5,51.8,-1.2248,-1.3499,0.3083,-3.2
KEIBAJO_SURFACE×kishumei,04_ダ,野中悠太郎,143,3.5,16.8,73.5,61.5,-1.2192,-0.3799,0.5132,-4.2
KEIBAJO_SURFACE×kishumei,04_ダ,長岡禎仁,86,8.1,20.9,117.2,140.2,-0.3983,1.9215,0.4207,2.9
KEIBAJO_SURFACE×kishumei,04_ダ,長浜鴻緒,47,10.6,19.1,82.4,36.9,-0.2137,-0.8258,0.3243,-1.8
KEIBAJO_SURFACE×kishumei,04_ダ,鮫島克駿,235,12.8,34.0,101.4,78.3,1.0191,0.3365,0.6083,4.5
KEIBAJO_SURFACE×kishumei,04_ダ,鮫島良太,34,5.9,11.8,3.1,9.7,-1.2545,-2.3994,0.2799,-3.2
KEIBAJO_SURFACE×kishumei,04_ダ,黛弘人,115,4.3,19.1,20.4,51.8,-0.9734,-1.242,0.4725,-4.5
KEIBAJO_SURFACE×kishumei,04_ダ,Ｃ．ルメール,55,20.0,50.9,41.9,73.6,2.9846,-0.4906,0.3477,3.7
KEIBAJO_SURFACE×kishumei,04_ダ,Ｍ．デムーロ,128,13.3,39.1,117.7,104.8,1.4105,1.1307,0.4924,5.1
KEIBAJO_SURFACE×kishumei,04_芝,三浦皇成,385,9.1,29.1,59.5,65.5,0.4722,-0.4782,0.7003,0.4
KEIBAJO_SURFACE×kishumei,04_芝,中井裕二,89,4.5,24.7,134.3,148.3,-0.3535,2.3143,0.4266,3.5
KEIBAJO_SURFACE×kishumei,04_芝,中谷雄太,74,9.5,24.3,130.0,68.2,0.2134,0.4444,0.3951,1.5
KEIBAJO_SURFACE×kishumei,04_芝,丸山元気,512,8.0,25.6,63.4,66.6,0.1186,-0.4056,0.7493,-1.0
KEIBAJO_SURFACE×kishumei,04_芝,丸田恭介,345,5.8,23.8,44.4,82.9,-0.2569,-0.2679,0.6805,-2.1
KEIBAJO_SURFACE×kishumei,04_芝,丹内祐次,432,8.8,30.6,71.0,83.5,0.5324,0.0707,0.7206,2.7
KEIBAJO_SURFACE×kishumei,04_芝,亀田温心,180,7.8,21.1,81.8,59.4,-0.1922,-0.3442,0.5571,-1.7
KEIBAJO_SURFACE×kishumei,04_芝,井上敏樹,46,4.3,13.0,177.0,100.5,-1.1236,1.7514,0.3212,0.6
KEIBAJO_SURFACE×kishumei,04_芝,今村聖奈,128,7.0,18.8,127.3,60.8,-0.4337,0.2435,0.4924,-0.8
KEIBAJO_SURFACE×kishumei,04_芝,伊藤工真,47,4.3,21.3,36.5,112.5,-0.5941,0.3072,0.3243,-0.7
KEIBAJO_SURFACE×kishumei,04_芝,伴啓太,45,2.2,11.1,10.6,62.0,-1.4936,-1.155,0.318,-3.3
KEIBAJO_SURFACE×kishumei,04_芝,佐々木大輔,159,8.8,27.7,109.0,78.8,0.3474,0.4283,0.5333,2.3
KEIBAJO_SURFACE×kishumei,04_芝,内田博幸,310,5.5,20.0,34.5,63.6,-0.5349,-0.8267,0.6608,-4.6
KEIBAJO_SURFACE×kishumei,04_芝,加藤祥太,97,3.1,17.5,17.7,66.1,-0.9787,-0.9753,0.4418,-4.0
KEIBAJO_SURFACE×kishumei,04_芝,勝浦正樹,256,7.8,21.1,148.2,90.4,-0.1922,1.1704,0.6247,3.0
KEIBAJO_SURFACE×kishumei,04_芝,北村友一,197,12.2,25.4,71.9,56.7,0.6035,-0.5264,0.5744,0.7
KEIBAJO_SURFACE×kishumei,04_芝,北村宏司,185,8.6,28.1,91.9,80.4,0.3492,0.2557,0.5624,2.0
KEIBAJO_SURFACE×kishumei,04_芝,原優介,164,4.3,22.6,104.5,86.1,-0.5112,0.539,0.5392,-0.2
KEIBAJO_SURFACE×kishumei,04_芝,原田和真,51,2.0,19.6,8.5,73.7,-0.9751,-0.9152,0.3363,-3.0
KEIBAJO_SURFACE×kishumei,04_芝,古川吉洋,83,4.8,20.5,75.0,61.6,-0.5859,-0.3773,0.4145,-2.3
KEIBAJO_SURFACE×kishumei,04_芝,吉田豊,191,6.8,18.8,53.0,73.7,-0.4574,-0.3716,0.5685,-2.7
KEIBAJO_SURFACE×kishumei,04_芝,吉田隼人,371,10.8,30.5,109.3,76.9,0.7629,0.3889,0.6937,4.4
KEIBAJO_SURFACE×kishumei,04_芝,和田竜二,110,7.3,21.8,144.4,101.6,-0.2068,1.3781,0.4644,2.6
KEIBAJO_SURFACE×kishumei,04_芝,和田翼,50,6.0,20.0,54.6,141.8,-0.4756,1.1931,0.3333,1.1
KEIBAJO_SURFACE×kishumei,04_芝,嘉藤貴行,75,4.0,18.7,45.4,106.3,-0.7955,0.2753,0.3974,-1.4
KEIBAJO_SURFACE×kishumei,04_芝,団野大成,111,9.0,25.2,75.0,69.6,0.2116,-0.1958,0.4661,0.2
KEIBAJO_SURFACE×kishumei,04_芝,国分恭介,49,12.2,28.6,116.8,87.8,0.8076,0.7278,0.3304,2.6
KEIBAJO_SURFACE×kishumei,04_芝,坂井瑠星,157,15.3,31.2,81.5,62.4,1.3408,-0.2798,0.5309,3.5
KEIBAJO_SURFACE×kishumei,04_芝,城戸義政,39,0.0,17.9,0.0,61.6,-1.3205,-1.2936,0.2981,-3.1
KEIBAJO_SURFACE×kishumei,04_芝,大野拓弥,268,6.0,21.6,95.6,98.4,-0.3735,0.7093,0.6334,0.9
KEIBAJO_SURFACE×kishumei,04_芝,太宰啓介,32,0.0,12.5,0.0,102.0,-1.665,-0.377,0.2722,-2.6
KEIBAJO_SURFACE×kishumei,04_芝,宮崎北斗,96,4.2,15.6,51.6,53.1,-0.9696,-0.856,0.4399,-3.8
KEIBAJO_SURFACE×kishumei,04_芝,富田暁,187,5.9,21.9,57.2,59.7,-0.3663,-0.6379,0.5644,-3.1
KEIBAJO_SURFACE×kishumei,04_芝,小崎綾也,113,4.4,14.2,54.8,40.7,-1.0352,-1.0983,0.4693,-4.4
KEIBAJO_SURFACE×kishumei,04_芝,小林凌大,54,3.7,14.8,132.9,95.6,-1.0799,1.1015,0.3449,-0.4
KEIBAJO_SURFACE×kishumei,04_芝,小林勝太,31,6.5,16.1,33.1,39.6,-0.6652,-1.3884,0.2682,-2.4
KEIBAJO_SURFACE×kishumei,04_芝,小林美駒,56,1.8,17.9,5.7,55.4,-1.1072,-1.3646,0.3504,-3.5
KEIBAJO_SURFACE×kishumei,04_芝,小林脩斗,119,3.4,16.0,49.0,66.0,-1.0389,-0.5951,0.4788,-3.9
KEIBAJO_SURFACE×kishumei,04_芝,小沢大仁,125,3.2,12.8,15.3,29.5,-1.2667,-1.835,0.488,-5.3
KEIBAJO_SURFACE×kishumei,04_芝,山田敬士,43,9.3,18.6,95.0,63.1,-0.174,-0.0989,0.3116,-0.5
KEIBAJO_SURFACE×kishumei,04_芝,岩田康誠,161,5.6,26.7,37.1,67.8,-0.0956,-0.6997,0.5357,-2.3
KEIBAJO_SURFACE×kishumei,04_芝,岩田望来,222,9.5,29.3,78.5,79.5,0.5324,0.0716,0.5974,2.3
KEIBAJO_SURFACE×kishumei,04_芝,岩部純二,53,3.8,17.0,20.8,39.3,-0.9277,-1.5454,0.342,-3.4
KEIBAJO_SURFACE×kishumei,04_芝,嶋田純次,167,6.6,25.1,56.3,94.1,-0.0792,0.1316,0.5427,0.1
KEIBAJO_SURFACE×kishumei,04_芝,川又賢治,125,4.8,25.6,55.4,120.7,-0.2605,0.7241,0.488,1.1
KEIBAJO_SURFACE×kishumei,04_芝,川田将雅,119,30.3,59.7,100.4,86.1,4.9362,0.4889,0.4788,5.7
KEIBAJO_SURFACE×kishumei,04_芝,川須栄彦,97,6.2,15.5,94.6,64.5,-0.739,-0.0721,0.4418,-2.2
KEIBAJO_SURFACE×kishumei,04_芝,幸英明,82,6.1,24.4,42.8,68.1,-0.1831,-0.6232,0.4125,-1.8
KEIBAJO_SURFACE×kishumei,04_芝,戸崎圭太,464,18.3,42.0,69.5,69.1,2.3852,-0.2743,0.7328,7.3
KEIBAJO_SURFACE×kishumei,04_芝,斎藤新,304,6.9,18.1,77.8,66.0,-0.4902,-0.2433,0.6571,-2.9
KEIBAJO_SURFACE×kishumei,04_芝,木幡初也,144,7.6,20.1,262.6,97.9,-0.2797,2.7382,0.5145,4.9
KEIBAJO_SURFACE×kishumei,04_芝,木幡巧也,374,7.2,21.7,109.0,71.7,-0.225,0.2672,0.6951,-0.0
KEIBAJO_SURFACE×kishumei,04_芝,木幡育也,108,4.6,12.0,96.4,47.7,-1.1519,-0.4312,0.4611,-3.8
KEIBAJO_SURFACE×kishumei,04_芝,杉原誠人,314,8.0,22.9,83.9,77.5,-0.0537,0.0922,0.6632,0.1
KEIBAJO_SURFACE×kishumei,04_芝,松山弘平,113,7.1,23.0,29.0,50.3,-0.1539,-1.1957,0.4693,-3.1
KEIBAJO_SURFACE×kishumei,04_芝,松岡正海,72,5.6,26.4,35.3,80.3,-0.1147,-0.438,0.3906,-1.2
KEIBAJO_SURFACE×kishumei,04_芝,松本大輝,108,8.3,21.3,79.5,70.3,-0.1202,-0.1249,0.4611,-0.7
KEIBAJO_SURFACE×kishumei,04_芝,松若風馬,70,2.9,35.7,28.5,126.5,0.1587,0.5271,0.3859,1.5
KEIBAJO_SURFACE×kishumei,04_芝,柴山雄一,100,8.0,26.0,193.3,81.1,0.1441,1.5104,0.4472,3.4
KEIBAJO_SURFACE×kishumei,04_芝,柴田善臣,192,6.2,17.7,40.6,42.7,-0.5987,-1.2264,0.5695,-4.8
KEIBAJO_SURFACE×kishumei,04_芝,柴田大知,325,4.3,22.8,72.4,88.2,-0.4984,0.1944,0.6695,-1.5
KEIBAJO_SURFACE×kishumei,04_芝,森裕太朗,51,2.0,7.8,10.3,56.2,-1.7279,-1.2903,0.3363,-3.7
KEIBAJO_SURFACE×kishumei,04_芝,横山典弘,80,11.2,33.8,82.5,106.3,1.0209,0.7285,0.4082,3.5
KEIBAJO_SURFACE×kishumei,04_芝,横山和生,127,7.9,15.7,80.8,52.3,-0.5248,-0.5175,0.4909,-2.8
KEIBAJO_SURFACE×kishumei,04_芝,横山武史,147,9.5,22.4,47.5,64.1,0.0922,-0.6566,0.5184,-1.5
KEIBAJO_SURFACE×kishumei,04_芝,横山琉人,160,9.4,24.4,130.7,80.9,0.2079,0.7411,0.5345,2.7
KEIBAJO_SURFACE×kishumei,04_芝,武士沢友治,46,4.3,13.0,78.9,113.9,-1.1236,0.857,0.3212,-0.9
KEIBAJO_SURFACE×kishumei,04_芝,武藤雅,251,4.8,18.3,47.6,58.3,-0.7263,-0.7869,0.6209,-4.7
KEIBAJO_SURFACE×kishumei,04_芝,永島まなみ,153,7.8,20.3,141.8,74.6,-0.2432,0.7337,0.526,1.2
KEIBAJO_SURFACE×kishumei,04_芝,永野猛蔵,84,2.4,9.5,40.6,37.4,-1.572,-1.3467,0.4166,-4.5
KEIBAJO_SURFACE×kishumei,04_芝,江田照男,210,3.8,11.4,72.3,55.7,-1.2849,-0.5442,0.5867,-5.2
KEIBAJO_SURFACE×kishumei,04_芝,池添謙一,46,15.2,39.1,63.1,60.3,1.8329,-0.5522,0.3212,2.5
KEIBAJO_SURFACE×kishumei,04_芝,泉谷楓真,80,5.0,23.8,47.9,53.8,-0.3517,-0.8854,0.4082,-2.6
KEIBAJO_SURFACE×kishumei,04_芝,津村明秀,661,9.4,31.2,100.7,96.3,0.6417,0.724,0.7893,5.6
KEIBAJO_SURFACE×kishumei,04_芝,浜中俊,36,11.1,33.3,46.5,72.5,0.9771,-0.4782,0.2873,1.1
KEIBAJO_SURFACE×kishumei,04_芝,田中勝春,93,7.5,20.4,75.1,88.0,-0.2724,0.2229,0.4343,-0.3
KEIBAJO_SURFACE×kishumei,04_芝,田辺裕信,257,10.1,32.3,58.8,92.5,0.7948,0.1259,0.6254,3.4
KEIBAJO_SURFACE×kishumei,04_芝,石川裕紀人,268,7.8,20.5,101.8,77.4,-0.2305,0.3086,0.6334,0.1
KEIBAJO_SURFACE×kishumei,04_芝,石橋脩,477,10.3,28.5,55.4,92.7,0.5761,0.0889,0.7375,3.0
KEIBAJO_SURFACE×kishumei,04_芝,石田拓郎,41,7.3,17.1,107.9,66.5,-0.5066,0.1358,0.3049,-0.8
KEIBAJO_SURFACE×kishumei,04_芝,石神深道,74,4.1,17.6,115.6,55.6,-0.8538,-0.0174,0.3951,-2.1
KEIBAJO_SURFACE×kishumei,04_芝,福永祐一,165,26.1,55.8,114.3,88.9,4.1898,0.7222,0.5404,6.4
KEIBAJO_SURFACE×kishumei,04_芝,秋山真一郎,129,13.2,25.6,76.8,79.4,0.7347,0.0485,0.4938,2.4
KEIBAJO_SURFACE×kishumei,04_芝,秋山稔樹,122,7.4,14.8,97.6,57.1,-0.6415,-0.2033,0.4834,-2.4
KEIBAJO_SURFACE×kishumei,04_芝,荻野極,291,9.3,26.1,109.3,88.7,0.3045,0.6566,0.6489,3.4
KEIBAJO_SURFACE×kishumei,04_芝,菅原明良,420,11.0,30.5,102.9,88.1,0.7866,0.5648,0.7157,5.1
KEIBAJO_SURFACE×kishumei,04_芝,菊沢一樹,408,6.4,21.6,112.0,102.5,-0.3262,1.0027,0.7106,2.3
KEIBAJO_SURFACE×kishumei,04_芝,菱田裕二,330,10.3,29.4,68.9,101.4,0.6335,0.4512,0.6724,4.0
KEIBAJO_SURFACE×kishumei,04_芝,藤井勘一郎,30,3.3,13.3,68.9,59.8,-1.223,-0.4927,0.2641,-2.3
KEIBAJO_SURFACE×kishumei,04_芝,藤岡康太,49,6.1,20.4,31.7,40.6,-0.4383,-1.3828,0.3304,-2.8
