segment,factors,type,grade,n_factors,is_cross,has_shirushi,orig_avg_place_roi,orig_total_samples,orig_pass_rate,n_valid_bets,mean_place_roi,std_individual,conservative_roi_lb,filter1_pass,oot_n_bets,oot_mean_roi,oot_conservative_roi,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,filter2_pass,oot_skip_reason,cross_gain,filter3_pass,shirushi_filter_applied,best_shirushi_clb,optimal_odds_threshold,optimal_rank_threshold,shirushi_market_gap_roi,filter4_pass,all_pass,scaling_raw_score
SURFACE_2_ダ,manken_shirushi+shirushi_code_3,combo,C,2,True,True,79.9,66259,0.5417,66259,80.2,129.75,79.22,True,19932,79.79,78.01,78.1,79.8,81.5,78.1,True,,0.09,True,True,77.29,5.0,3.0,78.58,False,False,
GLOBAL,manken_shirushi+shirushi_code_6,combo,C,2,True,True,79.9,135993,0.5417,135993,80.11,129.52,79.42,True,40997,79.73,78.51,80.1,79.0,80.1,79.0,True,,0.24,True,True,77.57,5.0,3.0,78.47,False,False,
GLOBAL,shirushi_code_1+taikei_tomo,combo,C,2,True,True,79.8,191646,0.5417,190535,79.66,142.51,79.02,True,58654,79.76,78.63,80.3,79.2,79.8,79.2,True,,-0.02,False,True,77.67,10.0,3.0,78.53,False,False,
GLOBAL,prev1_corner4_bin+shirushi_code_3,combo,C,2,True,True,79.7,176440,0.5417,176440,79.68,130.36,79.07,True,52652,79.26,78.19,79.2,78.8,79.8,78.8,True,,-0.03,False,True,77.53,10.0,3.0,78.38,False,False,
GLOBAL,prev3_chakujun+shirushi_code_2,combo,C,2,True,True,79.5,147020,0.5417,146529,80.85,143.27,80.11,True,42973,80.84,79.52,80.9,81.2,80.4,80.4,True,,0.38,True,True,78.97,15.0,3.0,79.98,True,True,-14.89
SURFACE_2_ダ,kyori+shirushi_code_4,combo,C,2,True,True,79.5,94954,0.5417,94723,79.27,126.02,78.47,False,28255,79.57,78.1,80.0,78.5,80.2,78.5,False,,-0.01,False,True,76.69,5.0,3.0,77.74,False,False,
GLOBAL,bac_jouken+manken_shirushi,combo,C,2,True,False,79.2,227411,0.5417,227411,79.87,176.86,79.15,True,68010,79.55,78.25,79.2,80.3,79.2,79.2,True,,0.0,True,False,,,,,True,True,-15.85
KEIBAJO_SURFACE_01_ダ,idm,numeric,C,1,False,False,78.1,6936,0.5417,4005,83.93,214.71,77.28,False,1311,78.41,68.16,79.5,85.1,72.8,72.8,False,,,False,False,,,,,False,False,
GLOBAL,kyusha_hyoka_code+moshoku_code,combo,C,2,True,False,75.2,360874,0.5417,360707,78.9,193.3,78.27,False,105662,78.17,77.06,78.0,77.9,78.6,77.9,False,,-0.01,False,False,,,,,False,False,
GLOBAL,joho_shisu+moshoku_code,combo,B,2,True,False,80.9,360874,0.541,355989,78.85,194.09,78.22,False,104471,78.13,77.01,77.9,77.9,78.6,77.9,False,,-0.02,False,False,,,,,False,False,
SURFACE_2_芝,chokyo_yajirushi_code+prev1_keibajo,combo,A,2,True,False,82.2,148662,0.5405,147415,78.91,189.24,77.94,False,43338,78.16,76.46,78.6,77.5,78.7,77.5,False,,0.01,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,joho_shisu,numeric,C,1,False,False,81.3,10869,0.5405,10229,78.13,199.14,74.27,False,3067,79.87,73.0,75.5,82.3,81.9,75.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,joho_shisu,numeric,C,1,False,False,79.3,10096,0.5405,9405,77.68,200.95,73.62,False,2630,80.97,73.33,80.2,76.2,86.7,76.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyori_tekisei+manken_shirushi,combo,B,2,True,False,77.4,109921,0.5405,109396,80.19,178.18,79.14,True,31389,80.13,78.22,78.3,80.9,81.5,78.3,True,,0.04,True,False,,,,,True,True,-15.86
GLOBAL,chokyo_yajirushi_code+prev1_keibajo,combo,B,2,True,False,81.2,325448,0.54,323960,79.11,192.5,78.44,False,94230,78.29,77.13,78.1,77.5,79.2,77.5,False,,0.01,False,False,,,,,False,False,
GLOBAL,chokyo_yajirushi_code+prev2_chakujun,combo,C,2,True,False,78.5,296151,0.5397,295737,79.53,192.34,78.83,False,85569,78.62,77.39,78.5,78.0,79.4,78.0,False,,-0.0,False,False,,,,,False,False,
GLOBAL,babajotai_heavy+joho_shisu,combo,C,2,True,False,80.6,360874,0.5395,359755,78.9,193.57,78.26,False,105361,78.16,77.05,78.0,77.9,78.6,77.9,False,,-0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho,numeric,C,1,False,False,85.9,6936,0.5385,6877,82.53,209.55,77.58,False,2152,81.76,73.2,79.4,90.3,76.9,76.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho,numeric,C,1,False,False,85.8,6936,0.5385,6877,82.53,209.55,77.58,False,2152,81.76,73.2,79.4,90.3,76.9,76.9,False,,,False,False,,,,,False,False,
GLOBAL,kishu_shisu+prev1_corner4_bin,combo,C,2,True,False,81.9,325448,0.5385,324913,79.1,192.69,78.44,False,94538,78.28,77.12,78.1,77.6,79.2,77.6,False,,-0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_04_障,prev3_chakujun,numeric,A,1,False,False,81.8,2623,0.5385,2418,84.75,214.13,76.22,False,677,77.06,63.86,77.4,76.4,72.1,72.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_05_芝,hizume_code,numeric,C,1,False,False,80.8,20111,0.5385,19750,77.48,177.58,75.01,False,5665,77.65,73.09,75.0,78.4,78.8,75.0,False,,,False,False,,,,,False,False,
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_3,combo,A,2,True,True,79.8,52523,0.5385,45742,81.26,127.98,80.08,True,15279,80.29,78.35,82.0,79.9,79.3,79.3,True,,1.3,True,True,78.04,5.0,3.0,79.54,True,True,-14.92
KEIBAJO_SURFACE_09_ダ,joa_ls_shisu,numeric,C,1,False,False,79.7,27915,0.5385,23475,79.12,197.29,76.6,False,6420,79.28,74.82,77.3,85.3,79.5,77.3,False,,,False,False,,,,,False,False,
GLOBAL,nyukyu_nannichimae+shirushi_code_2,combo,B,2,True,True,79.0,89313,0.5385,82037,81.41,137.91,80.46,True,28028,80.61,79.06,79.9,80.6,81.4,79.9,True,,0.8,True,True,78.73,5.0,3.0,79.94,True,True,-14.54
KEIBAJO_SURFACE_04_障,prev2_chakujun,numeric,C,1,False,False,78.3,2625,0.5385,2424,85.17,215.84,76.57,False,713,77.27,64.28,79.0,78.9,61.1,61.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,bac_tosu,numeric,C,1,False,False,76.5,17759,0.5385,17729,79.39,183.93,76.68,False,6404,79.47,75.06,76.3,81.3,79.1,76.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,hizume_code,numeric,C,1,False,False,72.9,14979,0.5385,14743,79.78,180.43,76.86,False,5335,78.52,73.85,76.1,78.5,80.7,76.1,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,prev2_chakujun+shirushi_code_5,combo,B,2,True,True,80.0,80129,0.5376,79718,80.01,136.63,79.06,True,23484,80.29,78.6,80.0,80.9,80.0,80.0,True,,0.36,True,True,77.43,8.0,3.0,78.75,False,False,
SURFACE_2_ダ,prev1_chakujun+shirushi_code_1,combo,C,2,True,True,79.8,101534,0.5376,100426,80.19,145.95,79.28,True,29597,80.68,79.03,81.2,80.3,80.6,80.3,True,,0.14,True,True,78.03,10.0,3.0,79.24,True,True,-15.72
GLOBAL,shirushi_code_2+umaban_clean,combo,C,2,True,True,79.6,192442,0.537,192442,80.45,141.0,79.82,True,57411,80.52,79.4,80.8,80.6,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_芝,shirushi_code_2+umaban_clean,combo,C,2,True,True,79.2,92369,0.537,92369,79.92,138.83,79.02,True,27682,80.16,78.56,80.0,80.3,80.4,80.0,True,,0.0,True,True,77.41,10.0,3.0,78.65,False,False,
GLOBAL,prev1_chakujun+shirushi_code_5,combo,B,2,True,True,78.6,175263,0.5368,174744,79.9,137.21,79.26,True,52022,79.39,78.27,79.7,80.1,78.4,78.4,True,,-0.06,False,True,77.81,10.0,3.0,78.71,False,False,
KEIBAJO_SURFACE_10_芝,joho_shisu,numeric,C,1,False,False,78.3,16948,0.5366,16214,80.26,206.99,77.07,False,4826,80.76,74.92,80.0,80.5,82.1,80.0,False,,,False,False,,,,,False,False,
SURFACE_2_芝,rotation+shirushi_code_5,combo,B,2,True,True,78.4,80802,0.5364,76202,79.64,133.94,78.69,False,22827,79.26,77.57,80.3,79.7,77.9,77.9,False,,-0.36,False,True,77.08,10.0,3.0,78.4,False,False,
SURFACE_2_ダ,joho_shisu+shirushi_code_2,combo,B,2,True,True,80.2,93283,0.5362,89485,80.85,144.79,79.91,True,26569,81.14,79.45,81.5,80.7,80.6,80.6,True,,-0.0,True,True,78.72,10.0,3.0,80.01,True,True,-15.09
SURFACE_2_ダ,bataiju_change_bin+shirushi_code_3,combo,B,2,True,True,82.1,88262,0.5357,87957,79.83,132.64,78.96,False,26170,79.82,78.27,78.8,79.5,81.1,78.8,False,,0.18,False,True,77.31,10.0,3.0,78.54,False,False,
KEIBAJO_SURFACE_10_芝,kishu_shisu,numeric,C,1,False,False,80.0,16948,0.5357,16401,80.07,205.69,76.92,False,4839,79.79,74.01,79.2,80.1,80.9,79.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,prev1_kyakushitsu+shirushi_code_1,combo,C,2,True,True,79.7,101534,0.5357,101492,80.2,145.81,79.3,True,30006,80.63,79.0,81.2,80.1,80.6,80.1,True,,0.13,True,True,78.05,10.0,3.0,79.25,True,True,-15.7
SURFACE_2_芝,shirushi_code_1+tenko_code,combo,C,2,True,True,79.1,106727,0.5357,106597,79.18,140.4,78.34,False,31918,79.14,77.64,80.0,78.4,79.0,78.4,False,,0.0,False,True,76.8,10.0,3.0,77.93,False,False,
SURFACE_2_芝,rotation+shirushi_code_3,combo,B,2,True,True,78.3,81255,0.5357,76839,79.08,125.74,78.19,False,23085,78.83,77.26,79.6,78.2,78.4,78.2,False,,-0.38,False,True,76.27,15.0,3.0,77.5,False,False,
SURFACE_2_芝,hizume_code+shirushi_code_5,combo,A,2,True,True,79.5,80029,0.5352,78043,79.53,133.72,78.6,False,23585,78.44,76.8,79.6,78.8,77.5,77.5,False,,-0.26,False,True,77.07,10.0,3.0,78.38,False,False,
GLOBAL,kishu_shisu+prev2_chakujun,combo,B,2,True,False,80.8,296151,0.5351,287691,79.4,193.8,78.69,False,83575,78.36,77.11,78.3,77.7,79.2,77.7,False,,-0.04,False,False,,,,,False,False,
SURFACE_2_ダ,kishu_shisu+prev2_chakujun,combo,A,2,True,False,80.7,151215,0.5349,141361,79.17,197.01,78.14,False,40838,78.43,76.61,78.4,77.6,79.8,77.6,False,,-0.1,False,False,,,,,False,False,
SURFACE_2_芝,joho_shisu+kyakushitsu,combo,C,2,True,False,80.5,170965,0.5348,168881,78.61,191.19,77.69,False,49847,77.66,76.05,77.9,77.5,77.6,77.5,False,,-0.01,False,False,,,,,False,False,
GLOBAL,joken_class_code+kishu_shisu,combo,C,2,True,False,81.1,360874,0.5345,360052,78.88,193.37,78.25,False,105337,78.1,76.99,77.9,77.9,78.5,77.9,False,,-0.0,False,False,,,,,False,False,
SURFACE_2_ダ,kishu_minarai_code+uma_deokure_ritsu,combo,S,2,True,False,79.9,30846,0.5345,24662,78.73,210.19,76.11,False,7310,78.91,74.31,77.6,77.6,84.9,77.6,False,,-0.33,False,False,,,,,False,False,
SURFACE_2_ダ,hizume_code+shirushi_code_2,combo,B,2,True,True,79.8,86912,0.5341,85476,81.14,144.5,80.17,True,25415,81.14,79.42,81.5,81.0,80.7,80.7,True,,0.2,True,True,78.94,10.0,3.0,80.28,True,True,-14.83
GLOBAL,bac_jouken+kishu_shisu,combo,C,2,True,False,81.0,360874,0.5337,359837,78.89,193.41,78.26,False,105273,78.09,76.98,77.9,77.9,78.6,77.9,False,,-0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,kishu_kitai_rentai_ritsu,numeric,C,1,False,False,87.9,6936,0.5333,2832,84.46,242.06,75.54,False,1255,85.39,72.19,76.3,91.9,74.0,74.0,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,prev1_keibajo+shirushi_code_2,combo,B,2,True,True,83.5,87384,0.5333,86479,81.08,143.86,80.12,True,25619,81.22,79.52,81.7,80.8,81.2,80.8,True,,0.23,True,True,78.92,10.0,3.0,80.25,True,True,-14.88
KEIBAJO_SURFACE_02_芝,rotation,numeric,B,1,False,False,82.3,7239,0.5333,6727,80.52,195.43,75.85,False,1854,81.36,72.94,84.8,70.2,86.1,70.2,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,kishu_kitai_sanchakunai_ritsu,numeric,C,1,False,False,82.2,6936,0.5333,2560,83.68,246.17,74.14,False,1206,82.69,69.2,84.0,93.9,75.1,75.1,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,gekiso_type+yy_int,combo,C,2,True,False,80.9,68848,0.5333,68848,79.69,230.33,77.97,False,19791,79.08,76.0,76.2,80.3,80.7,76.2,False,,0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,prev2_chakujun,numeric,B,1,False,False,80.6,6468,0.5333,6379,80.96,196.18,76.15,False,1948,79.06,71.28,78.0,86.8,71.6,71.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,taikei_tomo,numeric,C,1,False,False,80.3,9244,0.5333,8788,78.82,194.34,74.76,False,2734,81.28,74.1,81.3,79.4,84.1,79.4,False,,,False,False,,,,,False,False,
SURFACE_2_芝,hobokusaki_rank+shirushi_code_6,combo,C,2,True,True,79.8,89523,0.5333,89523,79.42,126.61,78.59,False,27110,78.96,77.51,79.6,78.4,79.0,78.4,False,,-0.03,False,True,76.85,10.0,3.0,78.01,False,False,
SURFACE_2_ダ,shirushi_code_3+yy_int,combo,C,2,True,True,79.7,94586,0.5333,94586,79.66,132.48,78.81,False,28243,79.52,78.02,78.9,79.4,80.4,78.9,False,,0.0,False,True,77.18,10.0,3.0,78.36,False,False,
SURFACE_2_ダ,shirushi_code_2+uma_deokure_ritsu,combo,A,2,True,True,79.6,87365,0.5333,79007,81.47,144.17,80.46,True,23394,81.4,79.63,81.3,81.1,81.4,81.1,True,,0.32,True,True,79.13,10.0,3.0,80.49,True,True,-14.54
SURFACE_2_ダ,gekiso_type+manken_shirushi,combo,B,2,True,False,79.6,55240,0.5333,55063,79.57,214.13,77.78,False,16315,79.84,76.61,77.7,81.4,80.4,77.7,False,,-0.57,False,False,,,,,False,False,
SURFACE_2_芝,kyori_tekisei+shirushi_code_5,combo,B,2,True,True,79.6,92129,0.5333,91719,79.86,135.9,78.98,False,27018,79.06,77.51,80.3,79.1,77.6,77.6,False,,0.02,False,True,77.52,10.0,3.0,78.75,False,False,
KEIBAJO_SURFACE_01_芝,prev1_corner4,numeric,C,1,False,False,79.6,8863,0.5333,8714,79.17,186.77,75.25,False,2776,77.75,71.2,82.0,78.7,72.0,72.0,False,,,False,False,,,,,False,False,
GLOBAL,bac_tosu+shirushi_code_3,combo,C,2,True,True,79.5,194934,0.5333,194714,79.71,130.94,79.13,True,58408,79.31,78.28,79.6,78.9,79.5,78.9,True,,0.0,True,True,77.59,10.0,3.0,78.41,False,False,
SURFACE_2_芝,kyakushitsu+shirushi_code_2,combo,C,2,True,True,79.4,92363,0.5333,92363,79.92,138.84,79.02,True,27703,80.17,78.57,79.9,80.2,80.4,79.9,True,,0.0,True,True,77.41,10.0,3.0,78.65,False,False,
SURFACE_2_芝,kyakushitsu+shirushi_code_5,combo,C,2,True,True,79.1,92939,0.5333,92939,79.87,136.05,78.99,False,27931,79.02,77.48,80.3,79.3,77.5,77.5,False,,-0.0,False,True,77.51,10.0,3.0,78.74,False,False,
KEIBAJO_SURFACE_02_芝,goal_juni,numeric,B,1,False,False,79.0,8160,0.5333,8083,79.2,189.82,75.06,False,2236,79.93,72.33,80.8,74.1,85.5,74.1,False,,,False,False,,,,,False,False,
SURFACE_2_芝,kyusha_hyoka_code+prev1_chakujun,combo,A,2,True,False,78.9,148662,0.5333,147866,78.97,189.65,78.0,False,43433,78.22,76.51,78.4,77.6,78.6,77.6,False,,0.01,False,False,,,,,False,False,
KEIBAJO_SURFACE_05_芝,ten_shisu,numeric,C,1,False,False,78.7,24227,0.5333,5429,78.48,183.17,73.6,False,2024,74.91,67.24,75.0,73.7,75.7,73.7,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_芝,ten_shisu,numeric,C,1,False,False,78.4,21956,0.5333,4386,76.5,180.78,71.15,False,915,76.5,65.21,85.6,85.2,75.9,75.9,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,hobokusaki_rank+shirushi_code_6,combo,C,2,True,True,78.1,90259,0.5333,90259,79.32,130.31,78.47,False,27292,79.69,78.18,80.2,78.5,80.4,78.5,False,,0.11,False,True,76.66,5.0,3.0,77.77,False,False,
KEIBAJO_SURFACE_08_芝,shutoku_shokin_ruikei,numeric,B,1,False,False,77.6,17759,0.5333,15566,79.91,181.32,77.06,False,5745,79.51,74.94,76.2,82.4,77.3,76.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,joho_shisu+prev1_corner4_bin,combo,C,2,True,False,80.7,164860,0.533,163182,78.98,195.53,78.03,False,47122,78.4,76.73,77.9,77.6,79.8,77.6,False,,-0.02,False,False,,,,,False,False,
GLOBAL,joho_shisu+manken_shirushi,combo,C,2,True,False,81.2,227411,0.5328,223848,79.77,178.03,79.03,True,67012,79.43,78.11,79.1,80.2,79.0,79.0,True,,-0.03,False,False,,,,,False,False,
SURFACE_2_ダ,bac_tosu+shirushi_code_1,combo,C,2,True,True,80.9,108475,0.5323,108106,80.07,145.61,79.21,True,32189,80.7,79.11,81.3,80.2,80.5,80.2,True,,0.0,True,True,78.0,10.0,3.0,79.16,True,True,-15.79
GLOBAL,joho_shisu+yy_int,combo,C,2,True,False,80.8,360874,0.5323,356530,78.82,194.32,78.19,False,105398,78.15,77.03,78.0,77.9,78.6,77.9,False,,-0.02,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,manken_shisu,numeric,C,1,False,False,82.0,16844,0.5319,15775,79.91,201.43,76.76,False,4667,79.22,73.5,78.9,80.8,77.2,77.2,False,,,False,False,,,,,False,False,
SURFACE_2_芝,bataiju_change_bin+prev1_keibajo,combo,A,2,True,False,80.8,148513,0.5319,146725,78.89,188.87,77.93,False,43218,78.08,76.38,78.5,77.2,78.7,77.2,False,,0.0,False,False,,,,,False,False,
SURFACE_2_ダ,prev1_bataiju_bin+shirushi_code_6,combo,C,2,True,True,78.9,88318,0.5319,87816,79.48,130.47,78.62,False,26092,79.97,78.44,80.6,78.3,81.1,78.3,False,,0.24,False,True,76.8,5.0,3.0,77.92,False,False,
GLOBAL,shirushi_code_2+uma_deokure_ritsu,combo,A,2,True,True,78.3,174633,0.5316,166362,80.67,141.43,79.99,True,49548,80.57,79.36,80.5,80.9,80.3,80.3,True,,0.03,True,True,78.45,10.0,3.0,79.38,True,True,-15.01
GLOBAL,kyori_tekisei+shirushi_code_2,combo,B,2,True,True,80.1,190246,0.5312,189867,80.44,140.74,79.81,True,55118,80.51,79.38,80.7,80.5,80.3,80.3,True,,-0.01,False,True,78.44,10.0,3.0,79.32,False,False,
SURFACE_2_芝,chokyo_yajirushi_code+manken_shirushi,combo,B,2,True,False,78.5,108336,0.5312,108330,79.51,172.88,78.48,False,32489,79.38,77.52,80.0,80.2,78.0,78.0,False,,0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,prev1_bataiju,numeric,C,1,False,False,81.4,15136,0.5306,13737,81.79,204.58,78.37,False,4009,80.31,74.2,83.9,80.6,80.9,80.6,False,,,False,False,,,,,False,False,
GLOBAL,hizume_code+kishu_shisu,combo,A,2,True,False,81.0,322746,0.5306,310027,78.95,193.91,78.26,False,91035,78.13,76.93,78.0,77.4,79.2,77.4,False,,-0.07,False,False,,,,,False,False,
SURFACE_2_ダ,kishu_minarai_code+nyukyu_nannichimae,combo,S,2,True,False,75.0,15836,0.5306,11009,79.94,225.43,75.73,False,3771,83.02,75.59,69.7,87.9,90.1,69.7,False,,-0.5,False,False,,,,,False,False,
GLOBAL,kishu_shisu+shirushi_code_5,combo,B,2,True,True,81.3,193685,0.5304,192086,79.91,138.23,79.29,True,57426,79.3,78.22,79.8,79.8,78.4,78.4,True,,0.01,True,True,77.91,10.0,3.0,78.78,False,False,
GLOBAL,manken_shisu+shirushi_code_3,combo,B,2,True,True,79.4,191668,0.5303,185563,79.69,130.95,79.1,True,56714,79.36,78.32,79.5,79.0,79.7,79.0,True,,-0.01,False,True,77.54,8.0,3.0,78.36,False,False,
SURFACE_2_芝,kishu_shisu+shirushi_code_2,combo,B,2,True,True,80.9,92369,0.5301,90247,79.92,139.37,79.01,True,26993,79.82,78.21,79.6,79.9,80.1,79.6,True,,-0.01,False,True,77.4,10.0,3.0,78.65,False,False,
SURFACE_2_芝,joho_shisu+kyusha_hyoka_code,combo,C,2,True,False,82.0,170977,0.53,167682,78.55,191.31,77.64,False,49636,77.59,75.98,77.8,77.4,77.4,77.4,False,,-0.04,False,False,,,,,False,False,
SURFACE_2_ダ,kishu_shisu+prev1_bataiju_bin,combo,B,2,True,False,79.4,164807,0.53,160380,79.02,195.66,78.06,False,46031,78.38,76.68,77.7,77.6,80.0,77.6,False,,-0.02,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_ダ,uma_tokki_3,numeric,B,1,False,False,81.5,7659,0.5294,3980,79.4,188.36,73.55,False,2157,82.22,73.98,80.9,86.6,74.9,74.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_芝,class_code,numeric,C,1,False,False,81.2,18920,0.5294,18754,79.14,185.63,76.49,False,4476,78.78,73.65,80.6,75.2,77.3,75.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyusha_hyoka_code+shirushi_code_5,combo,A,2,True,True,81.0,93871,0.5294,93515,79.58,139.03,78.69,False,27887,79.7,78.13,79.5,80.3,79.3,79.3,False,,-0.02,False,True,77.05,5.0,3.0,78.21,False,False,
SURFACE_2_芝,kishu_shisu+kyi_kyusha_rank,combo,B,2,True,False,80.9,170683,0.5294,167853,78.6,191.21,77.68,False,49536,77.49,75.89,77.8,77.5,77.3,77.3,False,,-0.03,False,False,,,,,False,False,
GLOBAL,kishu_shisu+shirushi_code_3,combo,B,2,True,True,80.9,194934,0.5294,193046,79.63,130.83,79.05,True,57836,79.21,78.18,79.5,78.7,79.4,78.7,True,,-0.04,False,True,77.54,10.0,3.0,78.35,False,False,
GLOBAL,kyori_tekisei+shirushi_code_5,combo,C,2,True,True,79.7,191282,0.5294,191098,79.95,137.66,79.34,True,55424,79.55,78.46,80.0,79.9,78.7,78.7,True,,0.03,True,True,77.93,10.0,3.0,78.8,False,False,
KEIBAJO_SURFACE_09_ダ,kakutoku_shokin_ruikei,numeric,C,1,False,False,79.3,27915,0.5294,8895,80.95,221.74,76.34,False,1924,80.56,71.31,76.1,96.0,77.6,76.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,gekiso_shisu,numeric,C,1,False,False,79.2,16948,0.5294,9592,80.79,208.77,76.61,False,2726,80.85,73.08,80.8,76.8,88.9,76.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,gekiso_juni,numeric,C,1,False,False,78.8,17759,0.5294,17664,79.49,183.64,76.78,False,6414,79.42,75.01,76.7,81.3,79.1,76.7,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_02_芝,prev1_bataiju,numeric,C,1,False,False,78.0,7238,0.5294,5447,81.75,195.35,76.56,False,1441,81.43,72.01,83.3,79.1,84.6,79.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,yoso_juni,numeric,C,1,False,False,77.7,17759,0.5294,17700,79.53,183.85,76.82,False,6388,79.61,75.2,76.7,81.3,78.9,76.7,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyusha_hyoka_code+shirushi_code_3,combo,C,2,True,True,75.7,94586,0.5294,94331,79.68,132.53,78.83,False,28146,79.59,78.08,78.9,79.4,80.4,78.9,False,,-0.01,False,True,77.18,10.0,3.0,78.37,False,False,
KEIBAJO_SURFACE_06_芝,umaban_clean,numeric,C,1,False,False,75.0,22719,0.5294,22637,78.78,189.84,76.31,False,6647,76.69,72.51,75.3,76.8,78.4,75.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_芝,kohan_3f_sa,numeric,C,1,False,False,74.3,9819,0.5294,9615,79.24,187.07,75.5,False,3036,77.74,71.51,81.5,80.1,71.5,71.5,False,,,False,False,,,,,False,False,
SURFACE_2_芝,kishu_kitai_tansho_ritsu,numeric,C,1,False,False,81.3,170977,0.5291,161960,78.35,194.5,77.4,False,48090,77.46,75.81,77.9,77.4,77.3,77.3,False,,,False,False,,,,,False,False,
GLOBAL,kishu_shisu+kyori_tekisei,combo,A,2,True,False,80.3,355423,0.5287,352947,78.92,193.26,78.28,False,99537,78.25,77.12,77.9,77.9,79.2,77.9,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_4,combo,B,2,True,True,79.3,53258,0.5287,46600,81.1,123.28,79.98,True,15568,80.98,79.06,81.5,80.6,80.0,80.0,True,,1.25,True,True,78.04,5.0,3.0,79.46,True,True,-15.02
SURFACE_2_ダ,prev1_keibajo+shirushi_code_1,combo,B,2,True,True,80.3,101534,0.5286,100338,80.17,145.39,79.27,True,29651,80.62,78.98,81.2,79.9,80.8,79.9,True,,0.12,True,True,78.03,8.0,3.0,79.23,True,True,-15.73
SURFACE_2_ダ,shirushi_code_1+yy_int,combo,C,2,True,True,80.0,108475,0.5286,108475,80.06,145.62,79.2,True,32213,80.7,79.11,81.4,80.2,80.5,80.2,True,,0.0,True,True,77.98,10.0,3.0,79.14,False,False,
SURFACE_2_芝,joho_shisu,numeric,C,1,False,False,81.3,170977,0.5283,170592,78.67,190.38,77.76,False,50473,77.77,76.18,78.0,77.6,77.7,77.6,False,,,False,False,,,,,False,False,
SURFACE_2_芝,bac_jouken+shirushi_code_5,combo,C,2,True,True,79.7,92944,0.5278,92944,79.87,136.05,78.99,False,27936,79.02,77.48,80.3,79.3,77.5,77.5,False,,0.0,False,True,77.51,10.0,3.0,78.73,False,False,
SURFACE_2_芝,shirushi_code_6+umaban_clean,combo,C,2,True,True,78.9,93641,0.5278,93641,79.45,128.02,78.63,False,28213,79.04,77.61,79.7,78.6,78.8,78.6,False,,0.0,False,True,76.94,10.0,3.0,78.09,False,False,
SURFACE_2_芝,chokyo_yajirushi_code+kyori,combo,B,2,True,False,78.5,170977,0.5278,170226,78.7,190.24,77.79,False,50349,77.75,76.17,78.0,77.6,77.8,77.6,False,,0.01,False,False,,,,,False,False,
SURFACE_2_ダ,rotation+shirushi_code_3,combo,B,2,True,True,77.7,88316,0.5278,83737,80.2,132.53,79.3,True,24899,80.3,78.71,79.9,79.6,81.7,79.6,True,,0.32,True,True,77.62,10.0,3.0,78.87,False,False,
SURFACE_2_ダ,prev2_chakujun+shirushi_code_4,combo,C,2,True,True,79.9,80899,0.5275,80388,79.36,122.82,78.51,False,23698,80.01,78.44,80.5,78.9,80.6,78.9,False,,-0.07,False,True,76.63,5.0,3.0,77.73,False,False,
