adoption_rank,rank,source,segment,factors,type,grade,score_std,total_bins,valid_bins,pass_bins,pass_rate,decision,avg_place_roi,avg_win_roi,best_place_roi,best_win_roi,total_samples
3170,1179,phase2,GLOBAL,prev1_corner4_bin+prev1_keibajo,combo,A,3.614,76,58,24,0.4138,検討,81.3,76.4,184.1,240.6,325448
3171,2767,phase2,GLOBAL,sanchimei+shirushi_code_3,combo,B,2.115,113,87,36,0.4138,検討,80.0,77.9,142.0,167.0,194934
3172,1819,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+shirushi_code_4,combo,B,2.95,35,29,12,0.4138,検討,79.7,79.2,157.1,235.8,93812
3173,2036,phase2,SURFACE_2_芝,hobokusaki_rank+prev1_corner4,combo,B,2.733,93,87,36,0.4138,検討,77.6,75.9,135.9,174.9,141884
3174,3510,phase2,SURFACE_2_芝,kyi_kyusha_rank+kyusha_hyoka_code,combo,C,1.534,29,29,12,0.4138,検討,77.4,77.3,103.0,133.5,170683
3175,604,phase2,SURFACE_2_芝,prev1_corner4_bin+sanchimei,combo,A,4.366,85,58,24,0.4138,検討,77.3,79.6,130.5,333.0,148662
3176,4623,phase1,KEIBAJO_SURFACE_03_芝,kishu_kitai_rentai_ritsu,numeric,C,0.881,82,29,12,0.4138,検討,77.0,80.9,168.6,348.5,14090
3177,4160,phase1,KEIBAJO_SURFACE_08_芝,uma_deokure_ritsu,numeric,C,1.117,47,29,12,0.4138,検討,76.0,79.8,118.1,219.9,15126
3178,216,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+prev1_chakujun,combo,S,5.287,255,220,91,0.4136,検討,80.0,80.6,242.7,387.2,164860
3179,1553,phase2,SURFACE_2_芝,prev1_chakujun+prev1_keibajo,combo,A,3.173,177,162,67,0.4136,検討,78.0,78.6,128.3,209.3,148662
3180,1465,phase2,SURFACE_2_芝,taikei_dou+wakuban,combo,A,3.278,135,104,43,0.4135,検討,76.5,74.8,127.4,279.0,145314
3181,5308,phase1,SURFACE_2_ダ,kijun_odds_tansho,numeric,C,0.568,538,387,160,0.4134,検討,79.5,80.7,238.1,666.9,177971
3182,5309,phase1,SURFACE_2_ダ,joa_odds_shisu,numeric,C,0.568,538,387,160,0.4134,検討,79.5,80.7,238.1,666.9,177971
3183,389,phase2,SURFACE_2_ダ,kyi_kyusha_rank+prev1_keibajo,combo,A,4.768,124,75,31,0.4133,検討,78.0,76.3,205.8,326.6,164764
3184,267,ceo,SURFACE_2_ダ,babajotai_heavy+bamei_chichi,combo,S,5.123,670,363,150,0.4132,検討,79.1,77.5,196.6,443.7,177970
3185,780,phase2,SURFACE_2_ダ,kyori+prev1_chakujun,combo,A,4.132,197,167,69,0.4132,検討,77.1,80.4,135.1,293.8,164860
3186,1503,phase2,SURFACE_2_ダ,class_code+yy_int,combo,A,3.235,171,121,50,0.4132,検討,76.8,77.2,128.9,219.8,164810
3187,1668,phase2,SURFACE_2_ダ,gekiso_type+yoso_juni,combo,A,3.073,95,92,38,0.413,検討,79.5,75.4,190.5,217.9,68848
3188,5753,phase1,SURFACE_2_ダ,ichi_shisu,numeric,C,0.277,224,184,76,0.413,検討,78.8,77.0,166.6,353.6,177971
3189,1438,phase2,GLOBAL,moshoku_code+taikei_dou,combo,A,3.307,123,92,38,0.413,検討,76.5,73.7,123.0,232.9,318643
3190,1484,phase2,GLOBAL,kyori+wakuban,combo,A,3.258,238,172,71,0.4128,検討,79.7,79.2,200.3,202.4,360874
3191,1814,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+kyi_kyusha_rank,combo,B,2.952,112,109,45,0.4128,検討,79.7,81.0,181.3,272.4,177873
3192,862,phase2,SURFACE_2_ダ,bac_jouken+uma_deokure_ritsu,combo,A,4.027,253,172,71,0.4128,検討,78.2,72.3,153.6,348.5,164780
3193,3804,phase1,KEIBAJO_SURFACE_05_芝,kishu_kitai_tansho_ritsu,numeric,C,1.332,154,63,26,0.4127,検討,77.3,76.3,131.8,262.3,24227
3194,252,phase2,SURFACE_2_芝,gekiso_type+hizume_code,combo,S,5.191,100,63,26,0.4127,検討,77.2,78.0,167.2,298.0,58425
3195,1421,phase2,SURFACE_2_芝,prev2_chakujun+yy_int,combo,A,3.331,177,160,66,0.4125,検討,79.8,79.9,157.3,308.0,133011
3196,4051,phase2,SURFACE_2_芝,manken_shirushi+yy_int,combo,C,1.177,80,80,33,0.4125,検討,79.5,78.8,92.1,110.2,108336
3197,1618,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+yy_int,combo,A,3.111,175,160,66,0.4125,検討,79.3,80.4,144.8,206.5,170977
3198,749,phase2,SURFACE_2_ダ,prev1_chakujun+prev1_keibajo,combo,A,4.176,213,160,66,0.4125,検討,79.0,74.9,315.6,446.4,164860
3199,1671,phase2,SURFACE_2_ダ,joken_class_code+kijun_ninkijun_fukusho,combo,A,3.072,80,80,33,0.4125,検討,78.6,80.2,124.5,244.2,177971
3200,1684,phase2,SURFACE_2_ダ,joken_class_code+kijun_ninkijun_tansho,combo,A,3.063,80,80,33,0.4125,検討,78.6,80.3,125.3,244.2,177971
3201,2672,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+kyakushitsu,combo,B,2.174,80,80,33,0.4125,検討,78.3,80.1,123.7,161.3,177961
3202,2703,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+kyakushitsu,combo,B,2.156,80,80,33,0.4125,検討,78.3,80.1,123.7,157.8,177961
3203,598,phase2,SURFACE_2_芝,kyakushitsu+uma_deokure_ritsu,combo,A,4.379,212,160,66,0.4125,検討,77.9,78.0,169.7,379.4,148450
3204,812,phase2,SURFACE_2_芝,prev1_kyakushitsu+uma_deokure_ritsu,combo,A,4.092,219,160,66,0.4125,検討,77.9,76.9,196.1,295.3,148433
3205,3264,phase2,SURFACE_2_ダ,hobokusaki_rank+umaban_clean,combo,C,1.708,80,80,33,0.4125,検討,77.8,76.7,103.7,121.0,168899
3206,1473,phase2,GLOBAL,manken_shisu+moshoku_code,combo,A,3.269,421,320,132,0.4125,検討,77.6,75.3,142.2,274.9,354743
3207,2804,phase2,SURFACE_2_ダ,kyakushitsu+yoso_juni,combo,B,2.079,80,80,33,0.4125,検討,77.4,79.6,97.2,199.3,177961
3208,274,phase2,SURFACE_2_芝,gekiso_type+taikei_tomo,combo,S,5.109,138,97,40,0.4124,検討,77.6,77.6,178.4,351.5,55744
3209,199,phase2,GLOBAL,kijun_ninkijun_tansho+kyi_kyusha_rank,combo,S,5.339,131,114,47,0.4123,検討,82.6,89.3,184.0,470.9,360478
3210,918,phase2,GLOBAL,kyori+umaban_clean,combo,A,3.952,393,279,115,0.4122,検討,79.6,80.1,231.6,385.5,360874
3211,257,phase2,SURFACE_2_芝,kyori_tekisei+nyukyu_nannichimae,combo,S,5.177,187,131,54,0.4122,検討,77.1,82.0,162.3,469.4,97702
3212,1701,phase2,SURFACE_2_芝,bac_tosu+prev1_corner4,combo,A,3.047,215,182,75,0.4121,検討,77.4,76.1,197.6,224.3,148662
3213,1004,phase2,SURFACE_2_芝,kyori_tekisei+manken_shisu,combo,A,3.838,289,216,89,0.412,検討,78.8,78.8,240.1,288.7,166215
3214,3669,phase1,KEIBAJO_SURFACE_10_芝,kijun_ninkijun_tansho,numeric,C,1.422,18,17,7,0.4118,検討,85.6,89.8,129.8,157.9,16948
3215,3698,phase1,KEIBAJO_SURFACE_10_芝,kijun_ninkijun_fukusho,numeric,C,1.401,18,17,7,0.4118,検討,85.6,89.8,129.8,157.9,16948
3216,3919,phase1,KEIBAJO_SURFACE_06_芝,class_code,numeric,C,1.27,19,17,7,0.4118,検討,84.6,68.2,170.1,103.2,19690
3217,128,phase2,GLOBAL,kyi_kyusha_rank+prev2_chakujun,combo,S,5.716,131,119,49,0.4118,検討,80.7,89.2,146.2,568.2,295775
3218,238,phase2,GLOBAL,gekiso_type+kyori,combo,S,5.23,151,102,42,0.4118,検討,79.8,76.7,194.4,420.6,141643
3219,2151,phase2,SURFACE_2_芝,prev1_corner4_bin+prev2_chakujun,combo,B,2.639,72,68,28,0.4118,検討,79.6,81.8,114.7,200.1,133011
3220,4770,phase1,KEIBAJO_SURFACE_08_ダ,kyusha_shisu,numeric,C,0.808,323,17,7,0.4118,検討,79.4,78.7,208.8,557.2,21508
3221,3822,phase1,KEIBAJO_SURFACE_09_芝,yoso_juni,numeric,C,1.325,18,17,7,0.4118,検討,79.3,86.4,120.0,332.4,21956
3222,2253,phase2,SURFACE_2_ダ,bac_tosu+gekiso_type,combo,B,2.55,54,51,21,0.4118,検討,79.2,70.9,134.4,147.7,68848
3223,1840,phase2,SURFACE_2_芝,hobokusaki_rank+kyi_kyusha_rank,combo,B,2.932,37,34,14,0.4118,検討,79.0,82.4,122.8,234.3,162066
3224,4804,phase1,KEIBAJO_SURFACE_08_ダ,idm,numeric,C,0.796,110,51,21,0.4118,検討,79.0,79.3,140.6,412.5,21508
3225,2019,phase2,GLOBAL,kyi_kyusha_rank+taikei_tomo,combo,B,2.751,188,170,70,0.4118,検討,78.9,79.6,208.3,252.7,307285
3226,1061,phase2,GLOBAL,bataiju_change_bin+umaban_clean,combo,A,3.759,97,85,35,0.4118,検討,78.8,77.5,147.0,309.8,325243
3227,109,phase2,SURFACE_2_ダ,bac_jouken+kishu_minarai_code,combo,S,5.845,20,17,7,0.4118,検討,78.5,83.8,111.6,317.5,33021
3228,2608,phase2,SURFACE_2_芝,prev1_kyakushitsu+tenko_code,combo,B,2.222,22,17,7,0.4118,検討,78.4,77.1,112.5,119.9,148662
3229,3598,phase1,KEIBAJO_SURFACE_06_ダ,prev1_corner4,numeric,C,1.467,18,17,7,0.4118,検討,78.3,74.1,93.6,138.8,27707
3230,2248,phase2,SURFACE_2_ダ,bataiju_change_bin+kyusha_hyoka_code,combo,B,2.556,21,17,7,0.4118,検討,77.9,74.2,110.2,125.1,164807
3231,2811,phase2,SURFACE_2_芝,chokyo_yajirushi_code+prev1_kyakushitsu,combo,B,2.073,18,17,7,0.4118,検討,77.7,74.3,92.2,108.1,148662
3232,4206,phase1,KEIBAJO_SURFACE_05_ダ,hizume_code,numeric,C,1.091,19,17,7,0.4118,検討,77.6,66.4,98.0,135.7,25631
3233,897,phase2,SURFACE_2_芝,barei+yoso_juni,combo,A,3.986,122,102,42,0.4118,検討,77.4,79.6,138.7,256.2,170977
3234,1739,phase2,GLOBAL,class_code+kyori_tekisei,combo,A,3.013,135,102,42,0.4118,検討,77.3,78.9,124.0,215.3,319762
3235,4789,phase2,GLOBAL,kyusha_hyoka_code+prev1_kyakushitsu,combo,C,0.802,18,17,7,0.4118,検討,77.3,75.8,88.7,88.7,325448
3236,4535,phase1,KEIBAJO_SURFACE_09_芝,gekiso_juni,numeric,C,0.922,18,17,7,0.4118,検討,77.0,76.4,103.1,131.8,21956
3237,5415,phase1,KEIBAJO_SURFACE_05_芝,prev1_corner4,numeric,C,0.501,19,17,7,0.4118,検討,77.0,74.9,92.9,131.6,20245
3238,5027,phase1,KEIBAJO_SURFACE_10_ダ,kishu_kitai_rentai_ritsu,numeric,C,0.695,58,17,7,0.4118,検討,76.8,66.2,144.7,135.9,10096
3239,1750,phase2,SURFACE_2_ダ,prev1_bataiju_bin+prev1_corner4_bin,combo,A,3.008,41,34,14,0.4118,検討,76.5,79.3,130.8,178.0,164807
3240,3985,phase2,SURFACE_2_ダ,kyusha_hyoka_code+shirushi_code_4,combo,C,1.224,20,17,7,0.4118,検討,76.3,72.9,86.2,93.7,94954
3241,4588,phase1,KEIBAJO_SURFACE_09_ダ,goal_sa,numeric,C,0.895,39,34,14,0.4118,検討,76.3,76.8,133.4,185.7,27915
3242,630,phase2,SURFACE_2_芝,kishu_rank+manken_shisu,combo,A,4.333,320,238,98,0.4118,検討,76.1,75.3,213.4,416.8,168093
3243,4015,phase1,KEIBAJO_SURFACE_01_芝,uma_start_shisu,numeric,C,1.201,22,17,7,0.4118,検討,75.5,63.5,93.7,124.0,8751
3244,810,phase2,SURFACE_2_ダ,prev1_kyakushitsu+rotation,combo,A,4.094,151,102,42,0.4118,検討,75.2,76.8,165.7,291.9,164860
3245,2555,phase2,SURFACE_2_ダ,kyusha_hyoka_code+shirushi_code_6,combo,B,2.266,22,17,7,0.4118,検討,74.6,72.2,87.5,121.4,94677
3246,4095,phase1,KEIBAJO_SURFACE_07_芝,prev1_corner4,numeric,C,1.152,19,17,7,0.4118,検討,74.1,82.7,106.1,195.2,15165
3247,377,phase2,SURFACE_2_ダ,babajotai_heavy+prev1_bataiju,combo,A,4.791,239,192,79,0.4115,検討,78.6,79.3,196.8,321.9,164807
3248,2212,phase2,GLOBAL,taikei_tomo+yy_int,combo,B,2.593,237,209,86,0.4115,検討,78.6,79.9,122.7,193.7,307446
3249,1034,phase2,GLOBAL,prev1_corner4+taikei_tomo,combo,A,3.797,420,350,144,0.4114,検討,77.3,77.4,145.2,278.7,307358
3250,329,phase2,SURFACE_2_ダ,hobokusaki_rank+nyukyu_nannichimae,combo,A,4.924,219,141,58,0.4113,検討,74.4,78.7,149.4,344.8,85173
3251,1252,phase2,GLOBAL,prev1_corner4_bin+uma_deokure_ritsu,combo,A,3.526,269,214,88,0.4112,検討,79.2,74.2,195.6,314.0,325094
3252,3615,phase2,SURFACE_2_芝,bac_tosu+manken_shirushi,combo,C,1.452,94,90,37,0.4111,検討,78.3,76.2,97.2,119.8,108336
3253,671,phase2,GLOBAL,barei+prev1_keibajo,combo,A,4.272,122,90,37,0.4111,検討,76.1,75.0,225.3,277.2,325448
3254,1321,phase2,GLOBAL,hobokusaki_rank+manken_shisu,combo,A,3.429,371,309,127,0.411,検討,77.3,77.2,144.0,305.3,336608
3255,5772,phase1,GLOBAL,kijun_odds_tansho,numeric,C,0.265,647,465,191,0.4108,検討,78.2,80.3,274.5,753.6,360874
3256,5774,phase1,GLOBAL,joa_odds_shisu,numeric,C,0.265,647,465,191,0.4108,検討,78.2,80.3,274.5,753.6,360874
3257,86,phase2,SURFACE_2_芝,babajotai_heavy+uma_tokki_3,combo,S,6.073,237,112,46,0.4107,検討,79.6,79.6,196.8,445.6,73872
3258,481,phase2,SURFACE_2_芝,nyukyu_nannichimae+prev1_corner4_bin,combo,A,4.581,152,112,46,0.4107,検討,79.1,81.9,156.3,270.6,76624
3259,1008,ceo,SURFACE_2_ダ,pace_yoso+prev1_corner4_bin+barei,combo,A,3.836,68,56,23,0.4107,検討,78.4,74.1,160.1,282.7,164860
3260,1440,phase2,SURFACE_2_芝,bataiju_change_bin+taikei_dou,combo,A,3.306,80,56,23,0.4107,検討,78.2,74.6,137.9,208.6,145141
3261,3853,phase1,KEIBAJO_SURFACE_05_芝,kijun_odds_fukusho,numeric,C,1.304,84,56,23,0.4107,検討,73.0,89.6,178.3,697.1,24227
3262,752,phase2,GLOBAL,hizume_code+moshoku_code,combo,A,4.172,113,95,39,0.4105,検討,80.4,78.6,132.9,372.4,322746
3263,1710,phase2,SURFACE_2_ダ,bac_tosu+prev1_keibajo,combo,A,3.042,128,95,39,0.4105,検討,79.5,71.0,135.4,178.1,164860
3264,2451,phase2,SURFACE_2_ダ,prev1_kyakushitsu+taikei_tomo,combo,B,2.351,111,95,39,0.4105,検討,77.9,75.1,134.0,196.5,155566
3265,1754,phase2,GLOBAL,barei+class_code,combo,A,3.003,180,134,55,0.4104,検討,76.0,72.2,120.4,204.6,325200
3266,1528,phase2,GLOBAL,barei+bataiju_change_bin,combo,A,3.214,47,39,16,0.4103,検討,79.2,74.1,179.9,211.2,325243
3267,5121,phase1,KEIBAJO_SURFACE_05_ダ,agari_shisu,numeric,C,0.653,321,39,16,0.4103,検討,78.5,77.5,243.4,366.7,28213
3268,1889,phase2,SURFACE_2_ダ,kishu_rank+prev3_chakujun,combo,B,2.886,88,78,32,0.4103,検討,78.2,77.5,165.0,223.8,137300
3269,2434,phase2,SURFACE_2_芝,shirushi_code_1+yoso_juni,combo,B,2.37,116,100,41,0.41,検討,77.7,77.0,114.4,193.8,106727
3270,1064,phase2,SURFACE_2_ダ,kyori_tekisei+taikei_tomo,combo,A,3.756,129,100,41,0.41,検討,77.5,79.8,165.1,294.9,152249
3271,617,phase2,SURFACE_2_ダ,hobokusaki_rank+sanchimei,combo,A,4.349,91,61,25,0.4098,検討,77.5,76.7,163.5,374.3,168898
3272,700,phase2,SURFACE_2_芝,barei+taikei_tomo,combo,A,4.23,149,122,50,0.4098,検討,77.2,81.7,236.3,312.3,139970
3273,1331,phase2,GLOBAL,bataiju_change_bin+prev1_chakujun,combo,A,3.425,96,83,34,0.4096,検討,80.9,80.7,150.6,201.2,325243
3274,609,phase2,GLOBAL,bataiju_change_bin+prev1_corner4,combo,A,4.358,98,83,34,0.4096,検討,80.4,80.9,166.5,307.9,325243
3275,898,phase2,GLOBAL,hobokusaki_rank+kijun_ninkijun_fukusho,combo,A,3.983,89,83,34,0.4096,検討,79.1,79.8,240.8,361.1,342345
3276,5782,phase1,GLOBAL,pace_shisu,numeric,C,0.257,519,415,170,0.4096,検討,78.3,77.5,185.7,268.0,348948
3277,1242,phase2,GLOBAL,kijun_ninkijun_tansho+kyakushitsu,combo,A,3.539,89,83,34,0.4096,検討,78.2,81.9,129.7,341.5,360852
3278,1517,phase2,GLOBAL,moshoku_code+umaban_clean,combo,A,3.222,118,105,43,0.4095,検討,79.7,75.1,262.7,255.0,360874
3279,406,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+taikei_tomo,combo,A,4.725,359,276,113,0.4094,検討,78.5,77.3,205.7,419.3,155620
3280,1629,phase2,SURFACE_2_ダ,prev1_chakujun+umaban_clean,combo,A,3.101,257,254,104,0.4094,検討,78.3,80.0,134.3,273.4,164860
3281,5110,phase1,KEIBAJO_SURFACE_06_ダ,kohan_3f_sa,numeric,C,0.657,26,22,9,0.4091,検討,81.4,82.2,147.0,139.3,30839
3282,665,phase2,SURFACE_2_芝,bac_tosu+hizume_code,combo,A,4.286,193,132,54,0.4091,検討,79.8,79.5,276.3,332.9,147248
3283,1404,phase2,GLOBAL,bataiju_change_bin+prev1_bataiju_bin,combo,A,3.358,59,44,18,0.4091,検討,79.6,78.5,163.8,194.2,325243
3284,313,phase2,SURFACE_2_ダ,joken_class_code+taikei_dou,combo,A,4.977,91,66,27,0.4091,検討,78.6,85.7,120.1,408.4,161457
3285,517,phase2,SURFACE_2_芝,babajotai_heavy+prev1_bataiju,combo,A,4.522,223,176,72,0.4091,検討,78.0,81.0,161.6,340.2,148513
3286,885,phase2,SURFACE_2_芝,prev1_corner4_bin+prev1_keibajo,combo,A,4.006,52,44,18,0.4091,検討,77.6,81.8,140.7,258.4,148662
3287,2783,phase2,SURFACE_2_芝,shirushi_code_6+yoso_juni,combo,B,2.099,100,88,36,0.4091,検討,77.1,75.2,118.9,193.1,93641
3288,705,phase2,GLOBAL,prev1_keibajo+umaban_clean,combo,A,4.223,250,176,72,0.4091,検討,76.3,73.9,189.5,342.4,325448
3289,2834,phase2,SURFACE_2_芝,bac_tosu+kyusha_hyoka_code,combo,B,2.058,52,44,18,0.4091,検討,76.3,73.0,98.5,129.1,170977
3290,5439,phase1,KEIBAJO_SURFACE_07_ダ,uma_start_shisu,numeric,C,0.482,26,22,9,0.4091,検討,76.0,71.0,101.7,137.6,20029
3291,441,phase2,GLOBAL,umaban_clean+yoso_juni,combo,A,4.655,321,274,112,0.4088,検討,77.5,78.7,155.2,603.1,360874
3292,420,phase2,GLOBAL,prev1_bataiju_bin+sanchimei,combo,A,4.697,180,115,47,0.4087,検討,77.1,78.4,145.3,340.3,325243
3293,1084,ceo,SURFACE_2_芝,kyori_kubun+taikei_tomo,combo,A,3.733,102,93,38,0.4086,検討,80.4,82.6,183.8,378.4,139970
3294,345,phase2,SURFACE_2_芝,bac_jouken+nyukyu_nannichimae,combo,A,4.869,240,164,67,0.4085,検討,77.9,81.5,220.7,429.0,98883
3295,79,phase2,SURFACE_2_ダ,kyusha_hyoka_code+prev1_bataiju,combo,S,6.163,238,120,49,0.4083,検討,79.4,80.9,204.9,408.1,164807
3296,544,phase2,GLOBAL,joken_class_code+uma_deokure_ritsu,combo,A,4.467,317,240,98,0.4083,検討,79.3,77.1,205.0,434.3,325149
3297,861,phase2,SURFACE_2_芝,barei+kijun_ninkijun_fukusho,combo,A,4.028,117,98,40,0.4082,検討,78.1,81.3,161.0,314.1,170977
3298,3179,phase2,SURFACE_2_芝,prev1_corner4+shirushi_code_6,combo,C,1.781,108,98,40,0.4082,検討,77.6,75.1,98.1,120.1,81395
3299,3119,phase2,GLOBAL,prev1_bataiju_bin+shirushi_code_4,combo,C,1.83,60,49,20,0.4082,検討,76.6,74.0,91.8,156.9,176948
3300,1068,phase2,SURFACE_2_芝,prev1_keibajo+prev3_chakujun,combo,A,3.753,180,157,64,0.4076,検討,79.0,81.5,154.2,282.1,120239
3301,777,phase2,SURFACE_2_芝,prev1_chakujun+umaban_clean,combo,A,4.136,304,265,108,0.4075,検討,78.7,79.5,175.8,287.6,148662
3302,1214,phase2,SURFACE_2_芝,manken_shisu+moshoku_code,combo,A,3.572,361,265,108,0.4075,検討,78.1,75.3,177.0,257.7,168275
3303,66,phase2,GLOBAL,gekiso_type+shirushi_code_6,combo,S,6.36,31,27,11,0.4074,検討,84.0,84.2,163.6,392.6,49455
3304,1893,phase2,SURFACE_2_芝,hobokusaki_rank+prev2_chakujun,combo,B,2.881,88,81,33,0.4074,検討,80.7,80.4,159.3,169.5,127354
3305,4412,phase2,SURFACE_2_芝,bataiju_change_bin+shirushi_code_6,combo,C,0.978,30,27,11,0.4074,検討,80.3,80.0,102.5,101.9,81313
3306,3567,phase1,KEIBAJO_SURFACE_03_芝,uma_deokure_ritsu,numeric,C,1.49,45,27,11,0.4074,検討,80.1,85.5,133.2,208.9,12276
3307,4123,phase1,KEIBAJO_SURFACE_07_芝,nyukyu_nannichimae,numeric,C,1.137,40,27,11,0.4074,検討,79.9,89.7,117.1,238.4,9970
3308,1979,phase2,SURFACE_2_ダ,bac_jouken+prev1_chakujun,combo,B,2.787,83,81,33,0.4074,検討,78.5,80.2,128.0,228.5,164860
3309,2957,phase2,SURFACE_2_ダ,bac_tosu+yoso_juni,combo,C,1.958,115,108,44,0.4074,検討,78.1,75.0,131.6,131.0,177971
3310,295,phase2,GLOBAL,kijun_ninkijun_fukusho+yoso_juni,combo,S,5.051,289,243,99,0.4074,検討,77.8,81.4,184.8,359.8,360874
3311,4318,phase1,KEIBAJO_SURFACE_05_ダ,kyusha_shisu,numeric,C,1.031,359,54,22,0.4074,検討,76.2,75.2,222.6,375.6,28213
3312,4042,phase1,KEIBAJO_SURFACE_04_ダ,goal_sa,numeric,C,1.18,35,27,11,0.4074,検討,71.1,69.1,91.5,150.2,14747
3313,1617,phase2,GLOBAL,class_code+prev1_bataiju_bin,combo,A,3.111,221,167,68,0.4072,検討,78.1,78.1,134.2,228.4,324905
3314,976,phase2,GLOBAL,prev1_keibajo+prev3_chakujun,combo,A,3.88,224,167,68,0.4072,検討,76.3,75.5,144.1,298.7,269565
3315,840,phase2,SURFACE_2_芝,kyusha_hyoka_code+manken_shisu,combo,A,4.055,207,113,46,0.4071,検討,78.0,76.6,210.8,271.7,168275
3316,726,phase2,SURFACE_2_芝,prev1_bataiju_bin+prev1_chakujun,combo,A,4.207,148,113,46,0.4071,検討,77.0,81.7,151.7,289.9,148513
3317,453,phase2,SURFACE_2_ダ,prev1_bataiju_bin+prev1_chakujun,combo,A,4.642,145,118,48,0.4068,検討,77.6,81.5,163.6,280.8,164807
3318,318,phase2,SURFACE_2_芝,kishu_rank+nyukyu_nannichimae,combo,A,4.964,225,150,61,0.4067,検討,75.1,78.2,173.6,339.9,98830
3319,1815,phase2,GLOBAL,shirushi_code_3+taikei_dou,combo,B,2.952,114,91,37,0.4066,検討,78.2,77.7,113.5,259.6,172544
3320,649,phase2,GLOBAL,prev1_chakujun+taikei_dou,combo,A,4.299,282,214,87,0.4065,検討,78.3,79.6,179.0,399.0,318535
3321,2772,phase2,GLOBAL,bac_tosu+kijun_ninkijun_fukusho,combo,B,2.11,161,155,63,0.4065,検討,77.8,76.0,123.5,147.2,360874
3322,342,phase2,SURFACE_2_ダ,prev1_chakujun+taikei_tomo,combo,A,4.876,372,283,115,0.4064,検討,77.4,79.8,238.7,530.1,155566
3323,734,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+wakuban,combo,A,4.193,141,128,52,0.4062,検討,80.1,83.0,182.3,318.3,170977
3324,1355,phase2,GLOBAL,gekiso_type+prev1_chakujun,combo,A,3.403,108,96,39,0.4062,検討,79.9,77.3,171.8,254.0,128238
3325,710,phase2,GLOBAL,kijun_ninkijun_fukusho+moshoku_code,combo,A,4.219,116,96,39,0.4062,検討,79.8,75.7,173.9,281.0,360874
3326,680,phase2,SURFACE_2_芝,prev1_bataiju_bin+tenko_code,combo,A,4.258,39,32,13,0.4062,検討,79.4,81.5,124.3,276.2,148513
3327,5640,phase1,GLOBAL,class_code,numeric,C,0.358,33,32,13,0.4062,検討,79.3,76.4,91.2,114.7,325200
3328,1373,phase2,SURFACE_2_芝,manken_shirushi+prev1_chakujun,combo,A,3.385,138,128,52,0.4062,検討,79.2,78.3,157.5,204.3,94717
3329,1867,phase2,SURFACE_2_芝,prev1_chakujun+yy_int,combo,B,2.901,180,160,65,0.4062,検討,79.2,80.7,140.2,230.6,148662
3330,4365,phase2,SURFACE_2_ダ,tenko_code+wakuban,combo,C,1.006,32,32,13,0.4062,検討,78.6,76.3,89.4,96.8,177971
3331,571,phase2,SURFACE_2_芝,hizume_code+sanchimei,combo,A,4.427,198,128,52,0.4062,検討,78.4,77.8,151.0,368.8,147248
3332,2869,phase2,SURFACE_2_ダ,wakuban+yoso_juni,combo,B,2.037,128,128,52,0.4062,検討,77.8,78.8,111.2,200.8,177971
3333,793,phase2,SURFACE_2_ダ,bataiju_change_bin+prev1_keibajo,combo,A,4.118,86,64,26,0.4062,検討,77.7,72.1,148.1,281.1,164807
3334,808,phase2,SURFACE_2_芝,hizume_code+prev1_bataiju_bin,combo,A,4.095,125,96,39,0.4062,検討,77.6,78.1,134.4,275.2,147069
3335,3554,phase1,KEIBAJO_SURFACE_05_ダ,nyukyu_nannichimae,numeric,C,1.506,48,32,13,0.4062,検討,77.5,79.1,115.2,332.2,15153
3336,4294,phase1,KEIBAJO_SURFACE_04_芝,gekiso_shisu,numeric,C,1.045,181,96,39,0.4062,検討,77.5,78.3,168.5,219.7,18170
3337,3664,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+wakuban,combo,C,1.425,32,32,13,0.4062,検討,76.6,76.7,92.5,110.5,177971
3338,5402,phase1,KEIBAJO_SURFACE_07_芝,uma_deokure_ritsu,numeric,C,0.506,48,32,13,0.4062,検討,73.3,67.9,129.3,138.7,15161
3339,43,phase2,SURFACE_2_ダ,babajotai_heavy+kijun_odds_fukusho,combo,S,6.715,337,234,95,0.406,検討,78.2,79.4,260.0,381.1,177971
3340,975,phase2,SURFACE_2_ダ,kyi_kyusha_rank+taikei_dou,combo,A,3.88,129,101,41,0.4059,検討,77.9,83.8,153.9,242.1,161380
3341,2883,phase2,SURFACE_2_芝,kyakushitsu+prev2_chakujun,combo,B,2.019,72,69,28,0.4058,検討,79.5,79.8,118.2,140.7,133011
3342,925,phase2,SURFACE_2_芝,prev1_corner4+umaban_clean,combo,A,3.942,322,276,112,0.4058,検討,78.2,78.2,180.4,279.1,148662
3343,445,phase2,SURFACE_2_芝,class_code+gekiso_type,combo,A,4.646,97,69,28,0.4058,検討,77.3,73.3,172.5,274.3,58843
3344,765,phase2,SURFACE_2_ダ,kyori_tekisei+yoso_juni,combo,A,4.147,83,69,28,0.4058,検討,77.1,83.7,129.7,293.8,174589
