segment,factors,combo_clb,oot_clb,oot_n_bins,oot_n_bets,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,f1_pass,f1_reason,has_shirushi,best_shirushi_clb,optimal_odds_t,optimal_rank_t,f2_pass,f2_reason,max_subset_clb,cross_gain,f3_pass,f3_reason,all_pass
KEIBAJO_SURFACE_08_芝,goal_sa+manken_shirushi+shirushi_code_2,91.98,89.72,4,6414,81.92,80.66,81.16,80.66,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_6+yoso_juni,91.95,86.37,5,6414,82.9,75.74,76.66,75.74,True,pass,True,39.87,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+shirushi_code_2+shirushi_code_6,91.94,88.65,7,6903,82.26,81.73,82.15,81.73,True,pass,True,71.27,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev3_chakujun+shirushi_code_2,91.79,82.93,6,8946,81.54,84.03,81.69,81.54,True,pass,True,69.4,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_keibajo+prev3_chakujun,91.76,82.67,5,8946,75.74,76.12,76.46,75.74,True,pass,False,,,,True,no_shirushi_auto_pass,74.16,17.6,True,pass,True
KEIBAJO_SURFACE_01_ダ,omo_tekisei_code+shirushi_code_3+shirushi_code_4,91.68,90.58,4,2167,81.12,78.49,83.12,78.49,True,pass,True,72.23,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,goal_juni+shirushi_code_2+yuso_kubun,91.59,86.76,2,2167,84.54,80.94,86.18,80.94,True,pass,True,68.24,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_ダ,manken_shirushi+shirushi_code_1+shirushi_code_6,91.57,85.51,9,8126,81.75,80.77,82.71,80.77,True,pass,True,68.7,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+manken_shirushi+shutoku_shokin_ruikei,91.54,75.99,4,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,75.32,16.22,True,pass,True
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+joken_class_code+manken_shirushi,91.54,75.99,4,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,75.32,16.22,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+manken_shirushi,91.54,91.3,3,7800,72.74,75.69,78.13,72.74,True,pass,False,,,,True,no_shirushi_auto_pass,72.81,18.73,True,pass,True
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_sa+yoso_juni,91.33,88.19,7,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,16.26,True,pass,True
KEIBAJO_SURFACE_06_ダ,goal_sa+kishu_shisu+shirushi_code_2,91.29,82.45,4,8946,79.94,81.56,79.93,79.93,True,pass,True,43.17,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni+goal_juni+tenkai_kigo_code,91.27,78.42,5,2167,75.19,75.9,75.45,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,91.22,0.05,True,pass,True
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+manken_shirushi+yoso_juni,91.14,55.62,5,6282,75.4,74.8,81.44,74.8,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+manken_shirushi+shirushi_code_1,91.13,92.13,3,7800,75.17,79.72,81.69,75.17,True,pass,True,73.07,5.0,5.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+prev1_keibajo+shirushi_code_1,91.11,67.97,9,6903,79.79,78.13,77.48,77.48,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+shirushi_code_1+shirushi_code_6,90.96,77.51,14,6903,82.35,80.21,80.89,80.21,True,pass,True,64.68,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+shirushi_code_2+yy_int,90.88,75.6,10,8946,79.94,81.56,79.93,79.93,True,pass,True,88.97,10.0,3.0,True,pass,75.83,15.05,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+prev1_chakujun+prev1_kyakushitsu,90.87,92.21,3,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,73.69,17.18,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+manken_shirushi,90.86,87.93,3,7800,72.74,75.69,78.13,72.74,True,pass,False,,,,True,no_shirushi_auto_pass,76.07,14.79,True,pass,True
KEIBAJO_SURFACE_07_ダ,dochu_sa+goal_juni+kyori_tekisei,90.74,64.2,6,6282,75.75,73.86,77.19,73.86,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+manken_shirushi+shirushi_code_2,90.71,94.37,3,7800,75.2,80.31,83.12,75.2,True,pass,True,69.43,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+shirushi_code_2,90.7,88.33,5,6647,79.3,81.3,77.85,77.85,True,pass,True,67.73,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+kyi_kyusha_rank,90.68,77.54,9,7800,74.17,73.68,73.35,73.35,True,pass,False,,,,True,no_shirushi_auto_pass,71.77,18.91,True,pass,True
KEIBAJO_SURFACE_05_ダ,manken_shirushi+shirushi_code_1+shirushi_code_5,90.62,79.29,4,8126,83.66,83.25,82.32,82.32,True,pass,True,71.18,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+kishu_rank+yoso_juni,90.54,75.22,10,2167,75.17,75.9,75.0,75.0,True,pass,False,,,,True,no_shirushi_auto_pass,74.13,16.41,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_2+yoso_juni,90.47,88.51,5,6414,82.39,78.52,79.03,78.52,True,pass,True,55.53,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_ダ,manken_shirushi+shirushi_code_1+shirushi_code_3,90.46,85.12,9,8126,81.18,82.49,82.38,81.18,True,pass,True,74.47,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+kishu_shisu+shirushi_code_1,90.4,81.06,5,8946,77.97,79.54,78.14,77.97,True,pass,True,64.7,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_3,90.37,78.64,3,3102,77.2,80.82,81.85,77.2,True,pass,True,68.3,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_6,90.36,82.95,4,3102,76.07,82.66,81.11,76.07,True,pass,True,67.33,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,hobokusaki_rank+kijun_ninkijun_tansho+shirushi_code_6,90.33,85.56,3,2167,82.58,83.01,78.72,78.72,True,pass,True,66.49,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_03_芝,shirushi_code_1+shutoku_shokin_ruikei+taikei_dou,90.32,78.57,18,4400,76.0,75.68,74.85,74.85,True,pass,True,68.09,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+kishu_rank+shirushi_code_1,90.31,87.58,3,2167,82.48,80.58,79.61,79.61,True,pass,True,67.7,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+kyori_tekisei+shirushi_code_3,90.27,80.29,2,2257,77.36,81.66,77.85,77.36,True,pass,True,67.59,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+shirushi_code_1+yy_int,90.23,74.17,8,8946,77.97,79.54,78.14,77.97,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+pace_yoso+shirushi_code_2,90.22,83.07,5,2167,84.54,80.94,86.18,80.94,True,pass,True,73.33,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kishu_rank+shirushi_code_1,90.21,87.58,3,2167,82.48,80.58,79.61,79.61,True,pass,True,67.26,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kishu_rank+shirushi_code_6,90.17,67.86,6,2167,79.86,80.89,80.72,79.86,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,barei+shirushi_code_2+shirushi_code_4,90.15,81.57,5,2167,84.71,82.8,85.97,82.8,True,pass,True,77.28,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+prev1_corner4_bin+shirushi_code_1,90.13,84.44,3,2257,76.71,78.67,77.08,76.71,True,pass,True,69.27,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+hizume_code+yoso_juni,89.97,75.47,4,6282,76.28,73.73,75.32,73.73,True,pass,False,,,,True,no_shirushi_auto_pass,71.67,18.3,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+yoso_juni,89.97,82.2,6,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,14.9,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_jouken+chokyoshi_rank+prev1_chakujun,89.92,68.86,10,2167,75.05,75.85,75.59,75.05,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,chokyoshi_rank+joken_class_code+prev1_chakujun,89.92,68.49,10,2167,75.05,75.85,75.59,75.05,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,chokyoshi_rank+prev1_chakujun+shutoku_shokin_ruikei,89.92,68.49,10,2167,75.05,75.85,75.59,75.05,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,kijun_odds_tansho+kishu_shisu+shirushi_code_4,89.89,88.73,10,6903,80.39,77.77,79.17,77.77,True,pass,True,74.54,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kishu_shisu+shirushi_code_4,89.89,88.73,10,6903,80.39,77.77,79.17,77.77,True,pass,True,74.54,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_09_ダ,kishu_shisu+shirushi_code_2+shirushi_code_3,89.74,74.65,5,6519,83.93,79.39,78.69,78.69,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+goal_sa+kyori,89.72,87.9,3,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,72.56,17.16,True,pass,True
KEIBAJO_SURFACE_01_芝,hizume_code+shirushi_code_3+shirushi_code_5,89.69,74.4,2,3102,76.49,82.57,79.66,76.49,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,kijun_odds_tansho+shirushi_code_3+shirushi_code_4,89.69,90.25,7,6903,81.65,79.13,79.93,79.13,True,pass,True,69.28,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+shirushi_code_3+shirushi_code_4,89.69,90.25,7,6903,81.65,79.13,79.93,79.13,True,pass,True,69.28,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_1+shirushi_code_2,89.6,86.39,4,2167,84.55,81.14,85.34,81.14,True,pass,True,75.56,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_ダ,manken_shirushi+shirushi_code_2+shirushi_code_3,89.51,78.7,4,8126,84.13,84.9,83.44,83.44,True,pass,True,69.62,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyi_kyusha_rank+shirushi_code_3,89.49,72.46,8,7800,77.87,77.46,77.1,77.1,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_02_芝,joa_ls_shisu+kijun_ninkijun_fukusho+shirushi_code_1,89.44,65.28,9,2257,77.74,79.2,78.76,77.74,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_3,89.38,78.64,3,3102,77.2,80.82,81.85,77.2,True,pass,True,65.18,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_02_ダ,prev1_corner4_bin+shirushi_code_3+shirushi_code_5,89.29,91.21,4,1470,79.4,88.94,90.66,79.4,True,pass,True,74.39,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,bac_grade+goal_juni+shirushi_code_1,89.24,73.86,7,6414,82.58,75.94,76.38,75.94,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,barei+kyi_kyusha_rank+shirushi_code_1,89.2,62.47,5,2167,82.59,80.58,80.32,80.32,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+kishu_rank+shirushi_code_6,89.17,67.86,6,2167,79.86,80.89,80.72,79.86,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+shutoku_shokin_ruikei+yoso_juni,89.17,87.97,6,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,14.1,True,pass,True
KEIBAJO_SURFACE_01_芝,kijun_odds_fukusho+shirushi_code_3+shirushi_code_4,89.16,79.38,3,3102,77.83,81.17,83.25,77.83,True,pass,True,71.62,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_09_ダ,joa_odds_shisu+kijun_odds_tansho+shirushi_code_2,89.02,83.45,3,6519,83.16,79.38,77.32,77.32,True,pass,True,67.99,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyi_kyusha_rank+shirushi_code_6,88.97,79.16,7,6414,82.9,75.82,76.66,75.82,True,pass,True,67.33,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_ダ,kishu_shisu+shirushi_code_2+shirushi_code_6,88.96,85.93,5,8126,84.49,83.2,83.25,83.2,True,pass,True,68.19,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+shirushi_code_2+shirushi_code_4,88.92,79.73,4,2167,84.71,82.8,85.97,82.8,True,pass,True,77.05,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+shirushi_code_2+shirushi_code_4,88.92,79.73,4,2167,84.71,82.8,85.97,82.8,True,pass,True,77.05,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+shirushi_code_3,88.87,75.65,5,6282,78.56,79.73,79.13,78.56,True,pass,True,73.43,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+manken_shirushi,88.87,77.91,6,6282,75.4,74.8,80.13,74.8,True,pass,False,,,,True,no_shirushi_auto_pass,73.1,15.77,True,pass,True
KEIBAJO_SURFACE_09_ダ,joa_odds_shisu+shirushi_code_1+shirushi_code_3,88.84,86.89,3,6519,82.0,77.76,77.45,77.45,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_09_ダ,kijun_odds_tansho+shirushi_code_1+shirushi_code_3,88.84,86.89,3,6519,82.0,77.76,77.45,77.45,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+shirushi_code_1,88.83,84.24,7,6903,79.56,77.47,77.85,77.47,True,pass,True,81.06,8.0,3.0,True,pass,88.83,0.0,True,pass,True
KEIBAJO_SURFACE_02_芝,bataiju_change_bin+goal_sa+prev1_corner4_bin,88.79,,0,0,,,,,False,insufficient_oot_bins,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+shirushi_code_6,88.77,83.9,12,6903,80.33,79.21,79.45,79.21,True,pass,True,72.74,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+prev1_bataiju_bin,88.77,87.13,7,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,65.43,23.34,True,pass,True
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+sanchimei+shirushi_code_4,88.73,78.26,9,2167,79.0,78.8,81.38,78.8,True,pass,True,71.33,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_09_ダ,kijun_odds_tansho+shirushi_code_1+shirushi_code_2,88.73,83.21,2,6519,83.28,79.68,77.41,77.41,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_09_ダ,joa_odds_shisu+shirushi_code_1+shirushi_code_2,88.73,83.21,2,6519,83.28,79.68,77.41,77.41,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,hobokusaki_rank+shirushi_code_1+shirushi_code_2,88.73,69.68,5,2167,86.3,83.36,85.27,83.36,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+prev1_bataiju_bin,88.71,87.13,7,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,65.32,23.39,True,pass,True
KEIBAJO_SURFACE_01_芝,kijun_odds_fukusho+shirushi_code_1+shirushi_code_4,88.65,86.1,3,3102,77.86,82.4,82.65,77.86,True,pass,True,69.76,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,manken_shirushi+shirushi_code_4+yoso_juni,88.64,89.69,3,6282,80.85,79.57,82.98,79.57,True,pass,True,65.99,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_03_芝,agari_shisu_juni+bac_juryo_shubetsu_code+shirushi_code_6,88.64,71.38,5,4400,79.2,75.26,74.22,74.22,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+yy_int,88.63,73.08,29,6282,75.75,73.86,74.71,73.86,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_芝,shirushi_code_2+shirushi_code_4+wakuban,88.63,71.04,9,6647,79.99,81.72,75.77,75.77,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyi_kyusha_rank+shirushi_code_1,88.62,74.74,8,7800,77.26,77.97,77.86,77.26,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_6+yoso_juni,88.6,87.88,5,6282,79.87,78.9,77.64,77.64,True,pass,True,67.91,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+shirushi_code_1+shirushi_code_4,88.58,88.25,6,6903,81.31,78.85,80.44,78.85,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+manken_shirushi+yoso_juni,88.58,78.45,3,6282,75.4,74.8,80.13,74.8,True,pass,False,,,,True,no_shirushi_auto_pass,73.1,15.48,True,pass,True
KEIBAJO_SURFACE_05_芝,kijun_odds_tansho+shirushi_code_1+shirushi_code_4,88.58,88.25,6,6903,81.31,78.85,80.44,78.85,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+shirushi_code_6+yoso_juni,88.54,77.17,7,6414,82.9,75.82,76.66,75.82,True,pass,True,72.07,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+kyi_kyusha_rank,88.49,78.66,3,6282,75.75,73.92,74.72,73.92,True,pass,False,,,,True,no_shirushi_auto_pass,70.82,17.67,True,pass,True
KEIBAJO_SURFACE_08_芝,futan_juryo+shirushi_code_2+yoso_juni,88.48,85.52,13,6414,82.39,78.52,79.03,78.52,True,pass,True,68.14,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,hizume_code+shirushi_code_2+shirushi_code_4,88.4,83.91,12,6903,82.08,81.26,82.49,81.26,True,pass,True,71.84,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+shirushi_code_3+yoso_juni,88.4,78.64,9,6414,81.21,75.88,76.56,75.88,True,pass,True,69.91,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+shirushi_code_6+taikei_dou,88.36,81.84,2,2167,79.27,81.22,80.96,79.27,True,pass,True,65.86,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kyori_tekisei+shirushi_code_3+shirushi_code_5,88.35,68.84,6,2167,83.52,79.23,84.57,79.23,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,kyakushitsu+shirushi_code_1+shirushi_code_2,88.34,79.24,10,2167,84.55,81.14,85.34,81.14,True,pass,True,71.07,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_keibajo+shirushi_code_2,88.33,83.2,5,6647,80.21,80.15,76.1,76.1,True,pass,True,69.25,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
